id,programma,subprogramma,entiteit,project,deelproject,locatie,budget2025,budget2026,budget2027,budget_total,investment_years,start_year,municipality_codes,municipality_names
gip-0705,Verkeersveiligheid,"Ingrepen verkeersveiligheid (gevaarlijke punten, schoolroutes,…)",Agentschap Wegen En Verkeer,Verkeersveiligheid (markering A-wegen),Uitvoering,Vlaanderen,2000000.0,2000000.0,2000000.0,6000000.0,2025;2026;2027,2025,,
gip-0706,Verkeersveiligheid,Verkeerslichten,Agentschap Wegen En Verkeer,Verkeerslichten (incl actieplan),Uitvoering,Vlaanderen,13000000.0,13000000.0,13000000.0,39000000.0,2025;2026;2027,2025,,
gip-0707,Verkeersveiligheid,Verkeersveiligheid op jaagpaden,De Vlaamse Waterweg,Aanleg nieuwe fietsverbinding jaagpad - diverse lokaties Albertkanaal,Aanleg nieuwe fietsverbinding jaagpad - lokale aanpassingen in Beringen en Tessenderlo,Beringen,361025.0,1021185.0,0.0,1382210.0,2025;2026,2025,71004,Beringen
gip-0708,Verkeersveiligheid,Verkeersveiligheid op jaagpaden,De Vlaamse Waterweg,Durme. Aanleg technische wegenis te Lokeren,Durme. Aanleg technische wegenis te Lokeren,Lokeren,0.0,775000.0,0.0,775000.0,2026,2026,46014,Lokeren
gip-0709,Verkeersveiligheid,Verkeersveiligheid op jaagpaden,De Vlaamse Waterweg,fietssnelweg Kanaalroute,Kanaalroute Noord,Vilvoorde,0.0,940000.0,0.0,940000.0,2026,2026,23088,Vilvoorde
gip-0710,Verkeersveiligheid,Verkeersveiligheid op jaagpaden,De Vlaamse Waterweg,Functioneel en recreatief medegebruik van jaagpaden in Vlaanderen,Functioneel en recreatief medegebruik van jaagpaden in Vlaanderen,Vlaanderen,615000.0,565000.0,565000.0,1745000.0,2025;2026;2027,2025,,
gip-0711,Verkeersveiligheid,Verkeersveiligheid op jaagpaden,De Vlaamse Waterweg,Inrichten fiets-o-strade Beerse,Inrichten fiets-o-strade Beerse,Beerse,61890.0,0.0,0.0,61890.0,2025,2025,13004,Beerse
gip-0712,Verkeersveiligheid,Verkeersveiligheid op jaagpaden,De Vlaamse Waterweg,Ontdubbelen havenweg kanaalweg te Genk,Ontdubbelen havenweg kanaalweg te Genk,Genk,275000.0,0.0,0.0,275000.0,2025,2025,71016,Genk
gip-0713,Verkeersveiligheid,Verkeersveiligheid op jaagpaden,De Vlaamse Waterweg,Optimalisatie jaagpaden Dender,Optimalisatie jaagpaden Dender - fase 1,Dender,100000.0,0.0,0.0,100000.0,2025,2025,,
gip-0714,Verkeersveiligheid,Verlichting,Agentschap Wegen En Verkeer,Openbare verlichting,Uitvoering,Vlaanderen,11580000.0,4220000.0,7970000.0,23770000.0,2025;2026;2027,2025,,
gip-0715,Verkeersveiligheid,Wegeninspectie,Agentschap Wegen En Verkeer,Inv. controledispositief meeropbrengsten wegeninsp,Uitvoering,Vlaanderen,1700000.0,1700000.0,1700000.0,5100000.0,2025;2026;2027,2025,,
gip-0716,Verkeersveiligheid,Winterasfalt,Agentschap Wegen En Verkeer,Winterasfalt,Uitvoering,Vlaanderen,743730.0,836000.0,836000.0,2415730.0,2025;2026;2027,2025,,
gip-0717,Waterbeheersing,Divers Waterbeheer,De Vlaamse Waterweg,Aanleg infrastructuur waterrecreatie,Aanleg infrastructuur waterrecreatie - diverse projecten,Antwerpen,154000.0,0.0,0.0,154000.0,2025,2025,11002,Antwerpen
gip-0718,Waterbeheersing,Divers Waterbeheer,De Vlaamse Waterweg,Automatische waterpeilregeling via omloopriolen op kanaal Leuven- DijleAutomatische waterpeilregeling via omloopriolen op kanaal Leuven-Dijle,Automatische waterpeilregeling via omloopriolen op kanaal Leuven- DijleAutomatische waterpeilregeling via omloopriolen op kanaal Leuven-Dijle,Kanaal Leuven-Dijle,1600000.0,0.0,0.0,1600000.0,2025,2025,24062,Leuven
gip-0719,Waterbeheersing,Divers Waterbeheer,De Vlaamse Waterweg,Herwaardering benedenloop Nielse Scheibeek,Herwaardering benedenloop Nielse Scheibeek,Niel,0.0,1250000.0,0.0,1250000.0,2026,2026,11030,Niel
gip-0720,Waterbeheersing,Divers Waterbeheer,De Vlaamse Waterweg,Pompcapaciteit Albertkanaal,"Pompcapaciteit Albertkanaal: Hasselt, Diepenbeek en Genk: Bouwen van pompinstallaties en waterkrachtcentrales ter hoogte van de sluizencomplexen",Limburg,4300000.0,0.0,0.0,4300000.0,2025,2025,63046,Limburg
gip-0721,Waterbeheersing,Divers Waterbeheer,De Vlaamse Waterweg,Pompcapaciteit Albertkanaal,Pompcapaciteit Albertkanaal: Wijnegem,Wijnegem,100000.0,4000000.0,4000000.0,8100000.0,2025;2026;2027,2025,11050,Wijnegem
gip-0722,Waterbeheersing,Divers Waterbeheer,De Vlaamse Waterweg,Pompinstallaties Durme t.h.v. Groot Broek,Pompinstallaties Durme t.h.v. Groot Broek,Temse,4000000.0,0.0,0.0,4000000.0,2025,2025,46025,Temse
gip-0723,Waterbeheersing,Divers Waterbeheer,De Vlaamse Waterweg,Raamovereenkomst huur mobiele pompen in afwachting van ingebruikname effectieve pompen,Raamovereenkomst huur mobiele pompen in afwachting van ingebruikname effectieve pompen - regulier,Vlaanderen,1000000.0,1000000.0,1000000.0,3000000.0,2025;2026;2027,2025,,
gip-0724,Waterbeheersing,Divers Waterbeheer,De Vlaamse Waterweg,"Vernieuwen uitwateringssluis LO, Zenne opwaarts brug Heffen","Vernieuwen uitwateringssluis LO, Zenne opwaarts brug Heffen",Mechelen,0.0,0.0,600000.0,600000.0,2027,2027,12025,Mechelen
gip-0725,Waterbeheersing,Divers Waterbeheer,De Vlaamse Waterweg,Vervaardigen van afsluitschotten voor het afwaarts sluishoofd van de kleine sluis Duffel,Vervaardigen van afsluitschotten voor het afwaarts sluishoofd van de kleine sluis Duffel,Duffel,0.0,0.0,200000.0,200000.0,2027,2027,12009,Duffel
gip-0726,Waterbeheersing,Waterbeheer Dender,De Vlaamse Waterweg,Herbouw stuwsluiscomplex Aalst,Herbouw stuwsluiscomplex Aalst,Dender,3330000.0,0.0,2100000.0,5430000.0,2025;2027,2025,41002,Aalst
gip-0727,Waterbeheersing,Waterbeheer Dender,De Vlaamse Waterweg,Herbouw stuwsluiscomplex Denderleeuw,Herbouw stuwsluiscomplex Denderleeuw,Dender,960000.0,0.0,0.0,960000.0,2025,2025,41011,Denderleeuw
gip-0728,Waterbeheersing,Waterbeheer Dender,De Vlaamse Waterweg,Ruimte voor water - Dender,Fase 1 & Proactief aankoopbeleid,Dender,6100000.0,4500000.0,0.0,10600000.0,2025;2026,2025,,
gip-0729,Waterbeheersing,Waterbeheer Dender,De Vlaamse Waterweg,Ruimte voor water - Dender,Projectondersteuning,Dender,500000.0,500000.0,500000.0,1500000.0,2025;2026;2027,2025,,
gip-0730,Waterbeheersing,Waterbeheer Ijzerbekken,Agentschap Wegen En Verkeer,Maatregelen ifv weerbare westhoek,Uitvoering,West-Vlaanderen,1200000.0,0.0,0.0,1200000.0,2025,2025,,
gip-0731,Waterbeheersing,Waterbeheer Ijzerbekken,De Vlaamse Waterweg,Herbouwen sifons kanaal Plassendale-Nieuwpoort,Herbouwen sifons kanaal Plassendale-Nieuwpoort - Uitvoering,kanaal Plassendale-Nieuwpoort,1747674.0,1550000.0,0.0,3297674.0,2025;2026,2025,38016,Nieuwpoort
gip-0732,Waterbeheersing,Waterbeheer Ijzerbekken,De Vlaamse Waterweg,Opmaak visie waterbeheer West-Vlaanderen,Opmaak visie waterbeheer West-Vlaanderen,Vlaanderen,150000.0,105000.0,0.0,255000.0,2025;2026,2025,,
gip-0733,Waterbeheersing,Waterbeheer Ijzerbekken,De Vlaamse Waterweg,Re-engineering 5 stuwen Ganzepoot en 2 stuwen Kattensas,Re-engineering 5 stuwen Ganzepoot en 2 stuwen Kattensas,Nieuwpoort,0.0,1225000.0,0.0,1225000.0,2026,2026,38016,Nieuwpoort
gip-0734,Waterbeheersing,Waterbeheer Ijzerbekken,De Vlaamse Waterweg,Re-engineering Gravensluis en - brug te Nieuwpoort,Re-engineering Gravensluis en - brug te Nieuwpoort,Nieuwpoort,650000.0,0.0,0.0,650000.0,2025,2025,38016,Nieuwpoort
gip-0735,Waterbeheersing,Waterbeheer Ijzerbekken,De Vlaamse Waterweg,Re-engineering Iepersluis te Nieuwpoort,Re-engineering Iepersluis te Nieuwpoort,Nieuwpoort,0.0,0.0,867000.0,867000.0,2027,2027,38016,Nieuwpoort
gip-0736,Waterbeheersing,Waterbeheer Ijzerbekken,De Vlaamse Waterweg,Re-engineering Veurnesluis en brug over de Veurne-sluis te Nieuwpoort,Re-engineering Veurnesluis en brug over de Veurne-sluis te Nieuwpoort,Nieuwpoort,0.0,0.0,1180000.0,1180000.0,2027,2027,38016,Nieuwpoort
gip-0737,Waterbeheersing,Waterbeheer Ijzerbekken,De Vlaamse Waterweg,Weerbare Westhoek,Weerbare Westhoek,Westhoek,13500000.0,5350000.0,7750000.0,26600000.0,2025;2026;2027,2025,,
gip-0738,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Aanpassingen Meratorsluis+uitwatering Camerlinckgeleed + Demeysluis,Aanpassingen Meratorsluis+uitwatering Camerlinckgeleed + Demeysluis,Oostende,800000.0,400000.0,0.0,1200000.0,2025;2026,2025,35013,Oostende
gip-0739,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Aanpassingen Uitwatering Leopold- en schipdonkkanaal + Visart- en Vandammesluis,Aanpassingen Uitwatering Leopold- en schipdonkkanaal + Visart- en Vandammesluis,Zeebrugge,150000.0,850000.0,0.0,1000000.0,2025;2026,2025,31005,Brugge
gip-0740,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Kustvisie (jachthavens),(leeg),Kustjachthavens Vlaanderen,0.0,750000.0,500000.0,1250000.0,2026;2027,2026,,
gip-0741,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Mercatorsluis+zone Station - Demeysluis + tunnel - uitwatering Camerlinckgeleed,Mercatorsluis+zone Station - Demeysluis + tunnel - uitwatering Camerlinckgeleed,Oostende,5000000.0,0.0,3750000.0,8750000.0,2025;2027,2025,35013,Oostende
gip-0742,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Middelkerke - Zeedijk Golfdempende uitbouw (GDU),Middelkerke - Zeedijk GDU,Middelkerke,0.0,2000000.0,1000000.0,3000000.0,2026;2027,2026,35011,Middelkerke
gip-0743,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Mobiele keringen in de stormmuren Slijkensesteenweg en Vismijnlaan,Mobiele keringen in de stormmuren Slijkensesteenweg en Vismijnlaan,Oostende,1602000.0,0.0,0.0,1602000.0,2025,2025,35013,Oostende
gip-0744,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,"Monitoring topografie, strand en dynamische duinen, slikken en schorren","Monitoring topografie, strand en dynamische duinen, slikken en schorren",Kustgemeenten,0.0,0.0,383000.0,383000.0,2027,2027,,
gip-0745,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Nieuwpoort - stormvloedkering Nieuwpoort - Wijzigingen,"Nieuwpoort - stormvloedkering Nieuwpoort - Wijzigingen, prijsherzieningen,…",Nieuwpoort,2100000.0,8500000.0,0.0,10600000.0,2025;2026,2025,38016,Nieuwpoort
gip-0746,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Opvolgingsplatform mobiele keringen,Opvolgingsplatform mobiele keringen,Kustgemeenten,0.0,95000.0,0.0,95000.0,2026,2026,,
gip-0747,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Renovatie duinvoet De Panne,Renovatie duinvoet De Panne,De Panne,0.0,1000000.0,0.0,1000000.0,2026,2026,38008,De Panne
gip-0748,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,"Samenwerkingsovereenkomst NeXperta (EBS, Geotechniek, WL, ATO,…)","Samenwerkingsovereenkomst NeXperta (EBS, Geotechniek, WL, ATO,…)",Kustgemeenten,676000.0,650000.0,650000.0,1976000.0,2025;2026;2027,2025,,
gip-0749,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Stormmuren Montgommerydok + zone station-Demeysluis (inl. vernieuwing kaaien)+overstromingsmaatregelen achterhaven Oostende,Overstromingsmaatregelen Montgommerydok + zone station- Demeysluis (inl. vernieuwing kaaien)+overstromingsmaatregelen achterhaven Oostende,Oostende,0.0,555000.0,400000.0,955000.0,2026;2027,2026,35013,Oostende
gip-0750,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,"suppleties (o.a. Oostende, De Haan-Wenduine, Blankenberge,…)","suppleties (o.a. Oostende, De Haan-Wenduine, Blankenberge,…)",Kustgemeenten,0.0,0.0,3000000.0,3000000.0,2027,2027,31004,Blankenberge
gip-0751,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,"Toetsing sluizen, stuwen en uitwateringsconstructies","Toetsing sluizen, stuwen en uitwateringsconstructies",Kustgemeenten,0.0,175000.0,0.0,175000.0,2026,2026,,
gip-0752,Waterbeheersing,Waterbeheer Kust,Agentschap voor Maritieme Dienstverlening en Kust,Zeebrugge - Vandammesluis - uitwatering Leopold- en Schipdonkkanaal + Visartsluis,Zeebrugge - Vandammesluis - uitwatering Leopold- en Schipdonkkanaal + Visartsluis,Zeebrugge,0.0,0.0,1000000.0,1000000.0,2027,2027,31005,Brugge
gip-0753,Waterbeheersing,Waterbeheer Maas,De Vlaamse Waterweg,Bouw doorlaatconstructie Heerenlaak,Bouw doorlaatconstructie Heerenlaak,Maaseik,0.0,5425969.0,915000.0,6340969.0,2026;2027,2026,72021,Maaseik
gip-0754,Waterbeheersing,Waterbeheer Maas,De Vlaamse Waterweg,Gemeenschappelijke Maas,Gemeenschappelijke Maas,Gemeenschappelijke Maas,615000.0,500000.0,1985000.0,3100000.0,2025;2026;2027,2025,,
gip-0755,Waterbeheersing,Waterbeheer Maas,De Vlaamse Waterweg,Herstellen waterdichting kanaalbodem,Herstellen waterdichting kanaalbodem,Albertkanaal,0.0,1600000.0,950000.0,2550000.0,2026;2027,2026,,
gip-0756,Waterbeheersing,Waterbeheer Middengebied,De Vlaamse Waterweg,"European Urban Initiative (EUI) Blue4Green Brugge, vervangen Leonardusstuw incl. slimme sturing","EUI Blue4Green Brugge, vervangen Leonardusstuw incl. slimme sturing",Brugge,100000.0,255000.0,0.0,355000.0,2025;2026,2025,31005,Brugge
gip-0757,Waterbeheersing,Waterbeheer Middengebied,De Vlaamse Waterweg,Herbouwen sifon Damse Vaart,Herbouwen sifon Damse Vaart,Damse Vaart,0.0,0.0,175000.0,175000.0,2027,2027,,
gip-0758,Waterbeheersing,Waterbeheer Middengebied,De Vlaamse Waterweg,Kalibratie Afleidingskanaal van de Leie,Kalibratie Afleidingskanaal van de Leie,Deinze,1420000.0,0.0,0.0,1420000.0,2025,2025,44083,Deinze
gip-0759,Waterbeheersing,Waterbeheer Middengebied,De Vlaamse Waterweg,"Landinrichtingsproject Kalvekant-Zuid, inrichting waterberging langs Moervaart","landinrichtingsproject Kalvekant-Zuid, inrichting waterberging langs Moervaart",Wachtebeke,0.0,460000.0,0.0,460000.0,2026,2026,44073,Wachtebeke
gip-0760,Waterbeheersing,Waterbeheer Middengebied,De Vlaamse Waterweg,Onderzoek en herstel middendijk Afleidingskanaal en Leopoldkanaal,"Onderzoek en herstel middendijk Afleidingskanaal en Leopoldkanaal, werken",Brugge,2208000.0,872000.0,3190000.0,6270000.0,2025;2026;2027,2025,31005,Brugge
gip-0761,Waterbeheersing,Waterbeheer Middengebied,De Vlaamse Waterweg,Pompinstallaties sluizen Leie,Pompinstallaties sluizen Leie,Menen,0.0,3800000.0,3800000.0,7600000.0,2026;2027,2026,34027,Menen
gip-0762,Waterbeheersing,Waterbeheer Middengebied,De Vlaamse Waterweg,Renovatie sas Slijkens Oostende,Renovatie sas Slijkens Oostende,Oostende,81311.0,2700000.0,3700000.0,6481311.0,2025;2026;2027,2025,35013,Oostende
gip-0763,Waterbeheersing,Waterbeheer Middengebied,De Vlaamse Waterweg,Renovatie uitwateringskokers Afleidingskanaal Leie en Leopoldkanaal,Renovatie uitwateringskokers Afleidingskanaal Leie en Leopoldkanaal,Brugge,1300000.0,1300000.0,1300000.0,3900000.0,2025;2026;2027,2025,31005,Brugge
gip-0764,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Aanleg Sigmagebieden,"Aanleg Sigmagebieden, groep 1",Vlaanderen,2057486.0,5400000.0,500000.0,7957486.0,2025;2026;2027,2025,,
gip-0765,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Aanleg Sigmagebieden,"Aanleg Sigmagebieden, groep 2",Vlaanderen,500000.0,1200000.0,700000.0,2400000.0,2025;2026;2027,2025,,
gip-0766,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Bouw van een fietsbrug Waasmunster,Bouw van een fietsbrug Waasmunster,Waasmunster,0.0,2500000.0,0.0,2500000.0,2026,2026,42023,Waasmunster
gip-0767,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Dijkenprogramma Sigmaplan,Dijkenprogramma Sigmaplan,Vlaanderen,11450000.0,15200000.0,24700000.0,51350000.0,2025;2026;2027,2025,,
gip-0768,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Dijkverhoging Zenne te Vilvoorde en Zemst,Dijkverhoging Zenne te Vilvoorde en Zemst,Vilvoorde,0.0,1940000.0,1940000.0,3880000.0,2026;2027,2026,23088,Vilvoorde
gip-0769,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Herinrichten Demervallei,Aanleg Demermeanders en drempels volgens integrale visie Demervallei,Demer,125427.0,2200000.0,1500000.0,3825427.0,2025;2026;2027,2025,,
gip-0770,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Herinrichten Vallei Grote Nete,Herinrichten Vallei Grote Nete,Grote Nete,500000.0,1000000.0,500000.0,2000000.0,2025;2026;2027,2025,,
gip-0771,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,"Inrichten Zeeschelde, zone Gentbrugge-Melle","Inrichten Zeeschelde, zone Gentbrugge-Melle - bruggen",Gent,187091.0,0.0,0.0,187091.0,2025,2025,44021,Gent
gip-0772,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Opmaken visie waterbeheer Zennevallei,Opmaken visie waterbeheer Zennevallei,Zenne,0.0,150000.0,500000.0,650000.0,2026;2027,2026,,
gip-0773,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Scheldekaaien,Scheldekaaien,Antwerpen,27675000.0,25810000.0,29680000.0,83165000.0,2025;2026;2027,2025,11002,Antwerpen
gip-0774,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Sigmaplan 3.0,Sigmaplan 3.0,Vlaanderen,1500000.0,1500000.0,1500000.0,4500000.0,2025;2026;2027,2025,,
gip-0775,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,Stabilisatiewerken aan Galgenweel Antwerpen linkeroever,Stabilisatiewerken aan Galgenweel Antwerpen linkeroever,Antwerpen,100000.0,0.0,0.0,100000.0,2025,2025,11002,Antwerpen
gip-0776,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,"Studies, overhead en andere kosten Sigmaplan",Aanpassen Potpolder IV langs de Durme,Vlaanderen,198489.0,200000.0,200000.0,598489.0,2025;2026;2027,2025,,
gip-0777,Waterbeheersing,"Waterbeheer Zeeschelde, Benedenschelde, Dijle, Zenne, Demer, Nete",De Vlaamse Waterweg,"Studies, overhead en andere kosten Sigmaplan","Studies, overhead en andere kosten Sigmaplan",Vlaanderen,4800000.0,4300000.0,4800000.0,13900000.0,2025;2026;2027,2025,,
