period_end,period_year,period_month,period_label,period_short,hoofdberoepsgroep,beroepsgroep,beroep,vacatures,source_file
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Vrijetijds- en artistieke beroepen,Podium- en audiovisuele technici,Podiumtechnicus licht en beeld,1,vacatures_201812_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Architect,4,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,BIM-expert (Building Information Modeling),11,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Bodemonderzoeker,13,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Bouwkundig tekenaar,198,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Calculator bouw,290,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,EPB-verslaggever,5,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Expert technische controle en keuring bouw,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Ingenieur studie en advies bouw,184,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Interieurarchitect interieurvormgever,81,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Landmeter,38,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Landschapsarchitect,3,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Projectleider bouw en openbare werken,295,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Veiligheidscoördinator,10,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Verantwoordelijke onderhoud van gebouwen en infrastructuur,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Werfbediende,33,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwtechnici,Werfleider,798,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,"Aansluiter van waterleidingen, rioleringen en warmtenetten",11,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Asbestverwijderaar,44,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Bekister-betonneerder,219,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Beveiligingstechnicus,84,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Brandertechnicus,19,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Daktimmerman,79,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Dakwerker,955,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Datacommunicatie- en netwerktechnicus,532,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Dekvloerlegger,20,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Elektrotechnisch installateur,95,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Gevelreiniger,21,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Gevelrenoveerder-betonhersteller,59,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Glaswerker,47,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Industrieel isolatiewerker,72,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Installateur elektrotechnische basiscomponenten,22,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Installateur energiemanagementsystemen,13,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Installateur gebouwenautomatisering,0,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Installateur nutsvoorzieningen,69,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Interieurbouwer,290,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Isoleerder ruwbouw en dak,46,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Medewerker ruwbouw,886,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Metselaar,800,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Monteur installatietechnieken,961,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Natuursteenbewerker,19,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Onderhoudsmedewerker gebouwen,106,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Onderhoudsmedewerker wegennet,2,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Plaatser binnenschrijnwerk,211,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Plaatser buitenschrijnwerk,542,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Plaatser van boven- en ondergrondse leidingen,195,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Plaatser van houten vloerbedekking,28,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Plaatser van soepele vloerbekledingen,24,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Rioollegger,24,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Schilder-decorateur,395,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Schrijnwerker houtbouw,30,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Steigerbouwer,75,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Stukadoor,323,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Technicus hernieuwbare energietechnieken,108,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Technicus installatietechnieken,58,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Vloerder-tegelzetter,215,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Voeger,47,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Bouwvakkers,Wegenwerker,512,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Machinisten en kraanmannen,Bediener grondverzetmachines,230,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Machinisten en kraanmannen,Bediener machines horizontale boringen,13,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Machinisten en kraanmannen,Bediener machines verticale boringen,11,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Machinisten en kraanmannen,Bediener van betonnerings- en asfalteringsmachines,0,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Machinisten en kraanmannen,Kraanbestuurder,251,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Bouwberoepen,Machinisten en kraanmannen,Torenkraanbediener,16,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Adviesverleners,Arbeidsbemiddelaar-jobcoach,2,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Experts vastgoed,Rentmeester,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Experts vastgoed,Vastgoedbemiddelaar verkoop en verhuur,7,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Experts vastgoed,Vastgoedpromotor,6,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Juridische dienstverleners,Juridisch medewerker,24,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Juridische dienstverleners,Jurist,15,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Medewerkers in finance,Adviseur verzekeringen,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Medewerkers in finance,Beheerder verzekeringen,2,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Medewerkers in finance,Belastingadviseur,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Medewerkers in finance,Financieel analist,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Persoonlijke dienstverleners,Conciërge,2,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Persoonlijke dienstverleners,Kapper,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Persoonlijke dienstverleners,Schoonheidsspecialist,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Carwashmedewerker,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Huishoudhulp-poetshulp,24,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Industrieel reiniger,64,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Onderhoudsmedewerker affichering en straatmeubilair,3,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Ruitenwasser,7,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Schoonmaker van ruimten en lokalen,34,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Handels- en verkoopberoepen,Verkooppersoneel,Technisch adviseur klantenondersteuning,0,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Handels- en verkoopberoepen,Verkooppersoneel,"Verhuurder van gereedschappen, transportmiddelen of vrijetijdsmaterieel",4,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Handels- en verkoopberoepen,Verkooppersoneel,Winkelmanager,2,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Handels- en verkoopberoepen,Verkooppersoneel,Winkelmedewerker,5,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Handels- en verkoopberoepen,Verkooppersoneel,Winkelverkoper,137,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Handels- en verkoopberoepen,Vertegenwoordigers,Vertegenwoordiger B2B,271,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Handels- en verkoopberoepen,Vertegenwoordigers,Vertegenwoordiger B2C,31,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Horecaberoepen,Horecapersoneel,Horecamanager,3,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Horecaberoepen,Horecapersoneel,Hotelreceptionist,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Horecaberoepen,Horecapersoneel,Hulpkok,6,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Horecaberoepen,Horecapersoneel,Kelner,6,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Horecaberoepen,Horecapersoneel,Keukenmedewerker,5,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Horecaberoepen,Horecapersoneel,Kok,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Horecaberoepen,Horecapersoneel,Maître d'hôtel,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Horecaberoepen,Horecapersoneel,Medewerker fastfood,4,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Beoefenaars van ambachten,Ambachtelijk metaalbewerker,4,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Beoefenaars van ambachten,Decorateur van kunst- en artisanale objecten,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Bewerkers van voeding,Productieoperator voedingsindustrie,11,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Bewerkers van voeding,Slager,36,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Bewerkers van voeding,Uitsnijder-uitbener,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Confectie- en lederwerkers,Polyvalent stikster,3,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Industrieel schilder,97,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Operator in de keramiekindustrie,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Productiemedewerker,52,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Productiemedewerker prefabbeton,25,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Productieoperator elektrische en elektronische componenten,275,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,"Productieoperator van stortbeton, cement, asfalt en granulaten",37,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Sorteerder recyclage,2,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Uitvoerder van werken op hoogte,34,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Verpakker,4,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Drukkers,Digitaal drukker,0,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Expert productieproces en -methodes,33,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Industrieel elektromecanicien,723,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Industrieel laborant,3,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Industrieel onderhoudstechnicus,163,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Koeltechnicus,111,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Lifttechnicus,19,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Medewerker kwaliteitscontrole,18,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Onderhoudstechnicus industriële automatisering,15,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Onderhoudstechnicus waterdistributie en sanering,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Ontwerper industriële automatisering,39,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Productieplanner,74,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Regeltechnicus klimatisatie,215,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Technicus elektro en elektronica,121,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Technicus elektronische installaties,129,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Industriële technici,Werkvoorbereider,52,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Medewerkers houtindustrie,Machinaal houtbewerker,3,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Medewerkers houtindustrie,Meubelmaker,66,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Medewerkers houtindustrie,Operator CNC-gestuurde houtbewerkingsmachines,8,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Medewerkers houtindustrie,Productieoperator hout,9,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Medewerkers houtindustrie,Werkplaatsschrijnwerker,197,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Monteurs en installateurs elektrotechniek,Bordenbouwer - Elektromonteur machinebouw,94,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Monteurs en installateurs elektrotechniek,Elektrotechnicus,1018,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Precisietechniekers,Slotenmaker,4,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Bankwerker,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Insteller-omsteller plaatbewerking,10,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Insteller-omsteller verspaning,56,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Machinebouwer,0,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Manueel lasser,207,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Monteur staalconstructies,230,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Operator montage en assemblage,66,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Pijpfitter,58,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Productieoperator metaal,16,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Rigger-monteerder,41,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Specialisten chemie en kunststoffen,Procesoperator chemische industrie,6,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Specialisten chemie en kunststoffen,Productiemedewerker kunststofverwerking,5,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Technisch leidinggevenden,Afdelingsverantwoordelijke productie,5,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Technisch leidinggevenden,Productiemanager,15,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Technisch leidinggevenden,Projectmanager engineering,117,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Technisch leidinggevenden,Teamleader productie,10,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Technisch leidinggevenden,Verantwoordelijke beheer en onderhoud van voertuigen,23,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Technisch leidinggevenden,Verantwoordelijke industrieel onderhoud,17,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Technisch leidinggevenden,Verantwoordelijke kwaliteitscontrole,11,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Technisch leidinggevenden,Verantwoordelijke onderzoek en ontwikkeling,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Tekenaars en vormgevers,Grafisch vormgever,7,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Tekenaars en vormgevers,Productontwikkelaar,2,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Tekenaars en vormgevers,"Tekenaar-ontwerper elektriciteit, elektronica",55,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Tekenaars en vormgevers,Tekenaar-ontwerper mechanica,28,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Voer- en werktuigherstellers,OAD-technicus van personenwagens en lichte bedrijfsvoertuigen,1,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Voer- en werktuigherstellers,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,5,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Voer- en werktuigherstellers,Onderhoudsmecanicien van zware bedrijfsvoertuigen,36,vacatures_201912_all.xlsx
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Industriële beroepen en ambachten,Voer- en werktuigherstellers,Plaatwerker carrosserie,5,vacatures_201912_all.xlsx
