period_end,period_year,period_month,period_label,period_short,hoofdberoepsgroep,beroepsgroep,beroep,vacatures,source_file
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Accountants,Accountant,8,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Accountants,Assistent accountancy,7,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Administratief medewerkers,Managementassistent,10,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Administratief medewerkers,Onthaalmedewerker,2,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Administratief medewerkers,Polyvalent administratief medewerker,53,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Administratief medewerkers,Technisch-administratief medewerker,25,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Bedrijfsadviseurs,Milieucoördinator,2,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Bedrijfsadviseurs,Preventieadviseur,14,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Bedrijfsadviseurs,Projectmanager business,1,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,HR-experts,Personeelsmedewerker,4,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,HR-experts,Verantwoordelijke werving en opleiding,15,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Informatici en ICT-medewerkers,Integratie expert ICT,1,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Informatici en ICT-medewerkers,Software ontwikkelaar,4,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Informatici en ICT-medewerkers,Support medewerker ICT,6,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Leidinggevenden,Administratief en financieel verantwoordelijke,3,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Leidinggevenden,Algemeen directeur,3,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Leidinggevenden,Facility manager,1,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Leidinggevenden,Marketingmanager,5,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Leidinggevenden,Verantwoordelijke ICT,1,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,Leidinggevenden,Verantwoordelijke aankoop,1,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Aankoper,11,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Accountmanager sales,0,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Commercieel medewerker binnendienst,5,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Contactcenter medewerker,10,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Digital marketeer,1,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Digital sales assistant,6,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Organisatieondersteunende en kennisberoepen,"Medewerkers commerciële strategie, marketing en verkoop",Sales engineer,13,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Pedagogische beroepen,Onderwijzend en leidinggevend personeel in onderwijs,Pedagogisch coördinator,1,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,Bestuurders in het wegtransport,Taxichauffeur en chauffeur privévervoer,1,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,Bestuurders in het wegtransport,Vrachtwagenbestuurder,106,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,Transport- en logistiek personeel,Dispatcher goederenvervoer,8,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,Transport- en logistiek personeel,Dispatcher personenvervoer,2,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,Transport- en logistiek personeel,Koerier besteller,0,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,Transport- en logistiek personeel,Logistiek verantwoordelijke,3,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,Transport- en logistiek personeel,Magazijnbeheerder,1,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,Transport- en logistiek personeel,Magazijnmedewerker,42,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,"Werknemers spoor-, water-, luchttransport",Schipper-stuurman binnenscheepvaart,2,vacatures_eoy_since_2011_all-18.xlsx
2018-10-31,2018,10,oktober 2018,Okt 2018,Transport- en logistieke beroepen,"Werknemers spoor-, water-, luchttransport",Spoorwerker,18,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Architect,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,BIM-expert (Building Information Modeling),2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Bouwkundig tekenaar,45,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Calculator bouw,115,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Ingenieur studie en advies bouw,35,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Interieurarchitect interieurvormgever,11,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Landmeter,6,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Projectleider bouw en openbare werken,89,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Veiligheidscoördinator,5,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Werfbediende,4,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwtechnici,Werfleider,189,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,"Aansluiter van waterleidingen, rioleringen en warmtenetten",8,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Asbestverwijderaar,6,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Bekister-betonneerder,76,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Beveiligingstechnicus,27,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Brandertechnicus,5,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Daktimmerman,19,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Dakwerker,205,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Datacommunicatie- en netwerktechnicus,557,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Dekvloerlegger,11,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Elektrotechnisch installateur,7,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Gevelreiniger,3,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Gevelrenoveerder-betonhersteller,26,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Glaswerker,9,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Industrieel isolatiewerker,21,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Installateur elektrotechnische basiscomponenten,11,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Installateur energiemanagementsystemen,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Installateur nutsvoorzieningen,26,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Interieurbouwer,79,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Isoleerder ruwbouw en dak,5,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Medewerker ruwbouw,186,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Metselaar,326,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Monteur installatietechnieken,372,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Natuursteenbewerker,3,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Onderhoudsmedewerker gebouwen,19,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Onderhoudsmedewerker wegennet,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Plaatser binnenschrijnwerk,29,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Plaatser buitenschrijnwerk,139,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Plaatser van boven- en ondergrondse leidingen,44,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Plaatser van houten vloerbedekking,4,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Plaatser van soepele vloerbekledingen,12,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Rioollegger,12,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Schilder-decorateur,52,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Schrijnwerker houtbouw,6,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Steigerbouwer,22,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Stukadoor,67,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Technicus hernieuwbare energietechnieken,17,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Technicus installatietechnieken,24,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Vloerder-tegelzetter,63,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Voeger,17,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Bouwvakkers,Wegenwerker,111,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Machinisten en kraanmannen,Bediener grondverzetmachines,56,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Machinisten en kraanmannen,Bediener machines horizontale boringen,4,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Machinisten en kraanmannen,Bediener machines verticale boringen,2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Machinisten en kraanmannen,Bediener van betonnerings- en asfalteringsmachines,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Machinisten en kraanmannen,Kraanbestuurder,69,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Bouwberoepen,Machinisten en kraanmannen,Torenkraanbediener,10,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Dienstverlenende beroepen,Experts vastgoed,Vastgoedpromotor,2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Dienstverlenende beroepen,Juridische dienstverleners,Juridisch medewerker,2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Dienstverlenende beroepen,Juridische dienstverleners,Jurist,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Dienstverlenende beroepen,Persoonlijke dienstverleners,Conciërge,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Huishoudhulp-poetshulp,5,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Industrieel reiniger,8,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Onderhoudsmedewerker affichering en straatmeubilair,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Ruitenwasser,2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Dienstverlenende beroepen,Schoonmaak- en onderhoudspersoneel,Schoonmaker van ruimten en lokalen,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Handels- en verkoopberoepen,Verkooppersoneel,Technisch adviseur klantenondersteuning,2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Handels- en verkoopberoepen,Verkooppersoneel,"Verhuurder van gereedschappen, transportmiddelen of vrijetijdsmaterieel",2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Handels- en verkoopberoepen,Verkooppersoneel,Winkelmedewerker,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Handels- en verkoopberoepen,Verkooppersoneel,Winkelverkoper,25,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Handels- en verkoopberoepen,Vertegenwoordigers,Vertegenwoordiger B2B,62,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Handels- en verkoopberoepen,Vertegenwoordigers,Vertegenwoordiger B2C,7,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Horecaberoepen,Horecapersoneel,Kelner,3,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Beoefenaars van ambachten,Ambachtelijk metaalbewerker,0,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Beoefenaars van ambachten,Decorateur van kunst- en artisanale objecten,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Bewerkers van voeding,Slager,5,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Industrieel schilder,6,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Productiemedewerker,6,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Productiemedewerker prefabbeton,3,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Productieoperator elektrische en elektronische componenten,24,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,"Productieoperator van stortbeton, cement, asfalt en granulaten",1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Diverse productiemedewerkers en operatoren,Uitvoerder van werken op hoogte,12,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Drukkers,Digitaal drukker,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Expert productieproces en -methodes,5,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Industrieel elektromecanicien,353,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Industrieel laborant,2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Industrieel onderhoudstechnicus,63,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Koeltechnicus,47,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Lifttechnicus,25,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Medewerker kwaliteitscontrole,2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Onderhoudstechnicus industriële automatisering,3,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Onderhoudstechnicus waterdistributie en sanering,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Ontwerper industriële automatisering,4,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Productieplanner,12,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Regeltechnicus klimatisatie,34,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Technicus elektro en elektronica,7,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Technicus elektronische installaties,33,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Industriële technici,Werkvoorbereider,22,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Medewerkers houtindustrie,Meubelmaker,20,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Medewerkers houtindustrie,Operator CNC-gestuurde houtbewerkingsmachines,2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Medewerkers houtindustrie,Productieoperator hout,3,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Medewerkers houtindustrie,Werkplaatsschrijnwerker,43,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Monteurs en installateurs elektrotechniek,Bordenbouwer - Elektromonteur machinebouw,41,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Monteurs en installateurs elektrotechniek,Elektrotechnicus,346,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Monteurs en installateurs elektrotechniek,Technicus industriële elektriciteit,0,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Precisietechniekers,Slotenmaker,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Bankwerker,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Insteller-omsteller plaatbewerking,3,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Insteller-omsteller verspaning,10,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Machinebouwer,3,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Manueel lasser,80,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Monteur staalconstructies,53,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Operator montage en assemblage,12,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Pijpfitter,10,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Productieoperator metaal,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Professionals in de metaalindustrie,Rigger-monteerder,7,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Technisch leidinggevenden,Productiemanager,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Technisch leidinggevenden,Projectmanager engineering,32,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Technisch leidinggevenden,Teamleader productie,2,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Technisch leidinggevenden,Verantwoordelijke beheer en onderhoud van voertuigen,1,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Technisch leidinggevenden,Verantwoordelijke industrieel onderhoud,13,vacatures_eoy_since_2011_all-18.xlsx
2018-11-30,2018,11,november 2018,Nov 2018,Industriële beroepen en ambachten,Technisch leidinggevenden,Verantwoordelijke kwaliteitscontrole,5,vacatures_eoy_since_2011_all-18.xlsx
