y,r,p,n1,fr,s1,s2,s3,s4,s5,r1,r2,r3,r4,r5
2015,3000,80000,M,125,117,100.0,91.0,88.0,78.0,0.936,0.8,0.728,0.704,0.624
2015,3000,80000,N,76,70,62.0,60.0,57.0,52.0,0.9210526316,0.8157894737,0.7894736842,0.75,0.6842105263
2015,3000,80000,O,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015,3000,80000,P,37,35,32.0,31.0,31.0,30.0,0.9459459459,0.8648648649,0.8378378378,0.8378378378,0.8108108108
2015,3000,80000,Q,38,32,31.0,30.0,28.0,28.0,0.8421052632,0.8157894737,0.7894736842,0.7368421053,0.7368421053
2015,3000,80000,R,37,32,29.0,28.0,28.0,24.0,0.8648648649,0.7837837838,0.7567567568,0.7567567568,0.6486486486
2015,3000,80000,S,85,72,67.0,64.0,62.0,58.0,0.8470588235,0.7882352941,0.7529411765,0.7294117647,0.6823529412
2015,3000,90000,A,186,181,177.0,172.0,168.0,166.0,0.9731182796,0.9516129032,0.9247311828,0.9032258065,0.8924731183
2015,3000,90000,B,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015,3000,90000,C,136,128,114.0,108.0,105.0,103.0,0.9411764706,0.8382352941,0.7941176471,0.7720588235,0.7573529412
2015,3000,90000,D,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015,3000,90000,E,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015,3000,90000,F,334,307,283.0,264.0,249.0,230.0,0.9191616766,0.8473053892,0.7904191617,0.745508982,0.6886227545
2015,3000,90000,G,410,352,308.0,289.0,256.0,235.0,0.8585365854,0.7512195122,0.7048780488,0.6243902439,0.5731707317
2015,3000,90000,H,39,31,26.0,22.0,20.0,20.0,0.7948717949,0.6666666667,0.5641025641,0.5128205128,0.5128205128
2015,3000,90000,I,222,195,177.0,161.0,150.0,143.0,0.8783783784,0.7972972973,0.7252252252,0.6756756757,0.6441441441
2015,3000,90000,J,124,104,93.0,87.0,82.0,74.0,0.8387096774,0.75,0.7016129032,0.6612903226,0.5967741935
2015,3000,90000,K,15,15,15.0,15.0,15.0,13.0,1.0,1.0,1.0,1.0,0.8666666667
2015,3000,90000,L,50,45,42.0,37.0,35.0,32.0,0.9,0.84,0.74,0.7,0.64
2015,3000,90000,M,374,351,332.0,312.0,286.0,276.0,0.9385026738,0.8877005348,0.8342245989,0.7647058824,0.7379679144
2015,3000,90000,N,219,198,185.0,171.0,159.0,147.0,0.904109589,0.8447488584,0.7808219178,0.7260273973,0.6712328767
2015,3000,90000,O,3,3,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
2015,3000,90000,P,110,99,92.0,84.0,80.0,78.0,0.9,0.8363636364,0.7636363636,0.7272727273,0.7090909091
2015,3000,90000,Q,102,97,94.0,85.0,81.0,77.0,0.9509803922,0.9215686275,0.8333333333,0.7941176471,0.7549019608
2015,3000,90000,R,108,99,84.0,80.0,77.0,76.0,0.9166666667,0.7777777778,0.7407407407,0.712962963,0.7037037037
2015,3000,90000,S,183,168,153.0,143.0,141.0,129.0,0.9180327869,0.8360655738,0.781420765,0.7704918033,0.7049180328
2015,3000,90000,X,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015,4000,,A,28,26,26.0,26.0,25.0,24.0,0.9285714286,0.9285714286,0.9285714286,0.8928571429,0.8571428571
2015,4000,,C,283,252,236.0,216.0,202.0,185.0,0.890459364,0.8339222615,0.7632508834,0.7137809187,0.6537102473
2015,4000,,D,19,19,18.0,17.0,16.0,15.0,1.0,0.9473684211,0.8947368421,0.8421052632,0.7894736842
2015,4000,,E,10,9,8.0,7.0,6.0,5.0,0.9,0.8,0.7,0.6,0.5
2015,4000,,F,1728,1583,1427.0,1282.0,1164.0,1066.0,0.916087963,0.8258101852,0.7418981481,0.6736111111,0.6168981481
2015,4000,,G,1417,1251,1127.0,1005.0,912.0,839.0,0.8828510939,0.7953422724,0.7092448836,0.6436132675,0.5920959774
2015,4000,,H,352,293,256.0,230.0,217.0,186.0,0.8323863636,0.7272727273,0.6534090909,0.6164772727,0.5284090909
2015,4000,,I,624,561,504.0,444.0,395.0,355.0,0.8990384615,0.8076923077,0.7115384615,0.6330128205,0.5689102564
2015,4000,,J,782,680,605.0,556.0,505.0,476.0,0.8695652174,0.773657289,0.7109974425,0.6457800512,0.6086956522
2015,4000,,K,63,58,53.0,50.0,48.0,43.0,0.9206349206,0.8412698413,0.7936507937,0.7619047619,0.6825396825
2015,4000,,L,280,254,235.0,224.0,207.0,201.0,0.9071428571,0.8392857143,0.8,0.7392857143,0.7178571429
2015,4000,,M,2469,2196,1999.0,1808.0,1631.0,1496.0,0.8894289186,0.8096395302,0.7322802754,0.6605913325,0.6059133252
2015,4000,,N,611,533,487.0,443.0,400.0,372.0,0.8723404255,0.7970540098,0.7250409165,0.6546644845,0.6088379705
2015,4000,,O,11,11,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,0.9090909091
2015,4000,,P,258,227,209.0,185.0,174.0,166.0,0.8798449612,0.8100775194,0.7170542636,0.6744186047,0.6434108527
2015,4000,,Q,168,147,132.0,123.0,113.0,109.0,0.875,0.7857142857,0.7321428571,0.6726190476,0.6488095238
2015,4000,,R,261,231,213.0,198.0,177.0,168.0,0.8850574713,0.816091954,0.7586206897,0.6781609195,0.6436781609
2015,4000,,S,395,363,322.0,298.0,271.0,257.0,0.9189873418,0.8151898734,0.7544303797,0.6860759494,0.6506329114
2015,4000,,T,3,3,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
2015,4000,,X,2,1,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5
2016,2000,10000,A,176,164,156.0,147.0,139.0,131.0,0.9318181818,0.8863636364,0.8352272727,0.7897727273,0.7443181818
2016,2000,10000,C,577,537,490.0,446.0,410.0,390.0,0.9306759099,0.849220104,0.7729636049,0.7105719237,0.6759098787
2016,2000,10000,D,39,26,19.0,16.0,14.0,12.0,0.6666666667,0.4871794872,0.4102564103,0.358974359,0.3076923077
2016,2000,10000,E,6,4,3.0,3.0,2.0,2.0,0.6666666667,0.5,0.5,0.3333333333,0.3333333333
2016,2000,10000,F,1343,1257,1162.0,1060.0,975.0,900.0,0.9359642591,0.8652271035,0.7892777364,0.7259865972,0.6701414743
2016,2000,10000,G,1987,1749,1559.0,1381.0,1280.0,1172.0,0.8802214394,0.7845998993,0.6950176145,0.6441872169,0.5898339205
2016,2000,10000,H,328,300,265.0,244.0,227.0,215.0,0.9146341463,0.8079268293,0.743902439,0.6920731707,0.6554878049
2016,2000,10000,I,925,830,757.0,677.0,619.0,553.0,0.8972972973,0.8183783784,0.7318918919,0.6691891892,0.5978378378
2016,2000,10000,J,807,745,679.0,633.0,586.0,557.0,0.9231722429,0.8413878563,0.7843866171,0.7261462206,0.6902106568
2016,2000,10000,K,347,333,312.0,299.0,273.0,260.0,0.9596541787,0.8991354467,0.8616714697,0.7867435159,0.7492795389
2016,2000,10000,L,456,425,397.0,373.0,344.0,328.0,0.9320175439,0.8706140351,0.8179824561,0.7543859649,0.7192982456
2016,2000,10000,M,3019,2822,2634.0,2472.0,2303.0,2157.0,0.9347466048,0.8724743292,0.8188141769,0.762835376,0.7144749917
2016,2000,10000,N,1036,952,872.0,797.0,726.0,659.0,0.9189189189,0.8416988417,0.7693050193,0.7007722008,0.6361003861
2016,2000,10000,O,7,5,5.0,5.0,5.0,5.0,0.7142857143,0.7142857143,0.7142857143,0.7142857143,0.7142857143
2016,2000,10000,P,412,383,337.0,313.0,278.0,255.0,0.9296116505,0.817961165,0.7597087379,0.6747572816,0.6189320388
2016,2000,10000,Q,737,681,638.0,599.0,554.0,524.0,0.9240162822,0.8656716418,0.8127544098,0.7516960651,0.710990502
2016,2000,10000,R,698,637,581.0,536.0,493.0,465.0,0.9126074499,0.8323782235,0.7679083095,0.7063037249,0.6661891117
2016,2000,10000,S,858,789,702.0,635.0,593.0,552.0,0.9195804196,0.8181818182,0.7400932401,0.6911421911,0.6433566434
2016,2000,10000,T,3,3,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333,0.3333333333,0.3333333333
2016,2000,10000,X,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,2000,20001,A,103,98,94.0,91.0,88.0,87.0,0.9514563107,0.9126213592,0.8834951456,0.854368932,0.8446601942
2016,2000,20001,B,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,2000,20001,C,271,250,231.0,211.0,200.0,190.0,0.9225092251,0.852398524,0.778597786,0.7380073801,0.7011070111
2016,2000,20001,D,23,21,18.0,15.0,13.0,12.0,0.9130434783,0.7826086957,0.652173913,0.5652173913,0.5217391304
2016,2000,20001,E,3,3,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
2016,2000,20001,F,723,670,617.0,575.0,530.0,490.0,0.9266943292,0.8533886584,0.7952973721,0.7330567082,0.6777316736
2016,2000,20001,G,915,800,726.0,655.0,603.0,556.0,0.8743169399,0.793442623,0.7158469945,0.6590163934,0.6076502732
2016,2000,20001,H,201,180,164.0,143.0,137.0,121.0,0.8955223881,0.815920398,0.7114427861,0.6815920398,0.6019900498
2016,2000,20001,I,384,343,310.0,279.0,255.0,234.0,0.8932291667,0.8072916667,0.7265625,0.6640625,0.609375
2016,2000,20001,J,607,550,507.0,456.0,431.0,408.0,0.9060955519,0.8352553542,0.7512355848,0.7100494234,0.6721581549
2016,2000,20001,K,192,189,162.0,152.0,143.0,134.0,0.984375,0.84375,0.7916666667,0.7447916667,0.6979166667
2016,2000,20001,L,228,214,202.0,188.0,171.0,166.0,0.9385964912,0.8859649123,0.8245614035,0.75,0.7280701754
2016,2000,20001,M,1811,1687,1581.0,1471.0,1364.0,1282.0,0.9315295417,0.8729983435,0.8122584208,0.7531750414,0.70789619
2016,2000,20001,N,642,597,537.0,503.0,461.0,433.0,0.9299065421,0.8364485981,0.7834890966,0.7180685358,0.6744548287
2016,2000,20001,O,3,3,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0
2016,2000,20001,P,308,280,248.0,224.0,207.0,189.0,0.9090909091,0.8051948052,0.7272727273,0.6720779221,0.6136363636
2016,2000,20001,Q,483,457,429.0,410.0,391.0,379.0,0.9461697723,0.8881987578,0.8488612836,0.8095238095,0.784679089
2016,2000,20001,R,297,281,264.0,241.0,223.0,216.0,0.9461279461,0.8888888889,0.8114478114,0.7508417508,0.7272727273
2016,2000,20001,S,479,436,394.0,362.0,332.0,310.0,0.9102296451,0.8225469729,0.7557411273,0.6931106472,0.6471816284
2016,2000,20001,T,2,2,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2016,2000,30000,A,162,155,148.0,145.0,140.0,134.0,0.9567901235,0.9135802469,0.8950617284,0.8641975309,0.8271604938
2016,2000,30000,C,415,395,366.0,340.0,312.0,296.0,0.9518072289,0.8819277108,0.8192771084,0.7518072289,0.713253012
2016,2000,30000,D,14,10,7.0,7.0,5.0,5.0,0.7142857143,0.5,0.5,0.3571428571,0.3571428571
2016,2000,30000,E,3,3,3.0,2.0,2.0,2.0,1.0,1.0,0.6666666667,0.6666666667,0.6666666667
2016,2000,30000,F,1057,1004,944.0,886.0,830.0,780.0,0.9498580889,0.8930936613,0.8382213813,0.7852412488,0.7379375591
2016,2000,30000,G,1164,1051,942.0,867.0,784.0,739.0,0.9029209622,0.8092783505,0.7448453608,0.6735395189,0.6348797251
2016,2000,30000,H,143,128,120.0,106.0,98.0,88.0,0.8951048951,0.8391608392,0.7412587413,0.6853146853,0.6153846154
2016,2000,30000,I,654,598,532.0,475.0,439.0,402.0,0.9143730887,0.8134556575,0.7262996942,0.6712538226,0.6146788991
2016,2000,30000,J,342,297,267.0,239.0,219.0,207.0,0.8684210526,0.7807017544,0.6988304094,0.6403508772,0.6052631579
2016,2000,30000,K,251,241,229.0,220.0,207.0,202.0,0.9601593625,0.9123505976,0.8764940239,0.8247011952,0.8047808765
2016,2000,30000,L,429,416,395.0,362.0,341.0,321.0,0.9696969697,0.9207459207,0.8438228438,0.7948717949,0.7482517483
2016,2000,30000,M,1654,1571,1486.0,1415.0,1354.0,1282.0,0.9498186215,0.8984280532,0.8555018138,0.8186215236,0.7750906892
2016,2000,30000,N,624,584,548.0,514.0,473.0,447.0,0.9358974359,0.8782051282,0.8237179487,0.7580128205,0.7163461538
2016,2000,30000,O,4,3,3.0,3.0,2.0,2.0,0.75,0.75,0.75,0.5,0.5
2016,2000,30000,P,194,175,151.0,132.0,119.0,106.0,0.9020618557,0.7783505155,0.6804123711,0.6134020619,0.5463917526
2016,2000,30000,Q,554,521,488.0,468.0,444.0,424.0,0.940433213,0.880866426,0.844765343,0.8014440433,0.7653429603
2016,2000,30000,R,321,304,289.0,271.0,258.0,241.0,0.9470404984,0.9003115265,0.8442367601,0.8037383178,0.7507788162
2016,2000,30000,S,535,463,418.0,377.0,353.0,337.0,0.8654205607,0.7813084112,0.7046728972,0.6598130841,0.6299065421
2016,2000,30000,T,2,1,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5
2016,2000,40000,A,153,147,141.0,135.0,132.0,125.0,0.9607843137,0.9215686275,0.8823529412,0.862745098,0.8169934641
2016,2000,40000,C,454,416,381.0,351.0,318.0,294.0,0.9162995595,0.8392070485,0.7731277533,0.7004405286,0.6475770925
2016,2000,40000,D,9,6,6.0,6.0,6.0,5.0,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.5555555556
2016,2000,40000,E,5,5,4.0,3.0,3.0,3.0,1.0,0.8,0.6,0.6,0.6
2016,2000,40000,F,1063,991,928.0,842.0,776.0,718.0,0.9322671684,0.8730009407,0.7920978363,0.7300094073,0.6754468485
2016,2000,40000,G,1212,1066,945.0,852.0,779.0,718.0,0.8795379538,0.7797029703,0.702970297,0.6427392739,0.5924092409
2016,2000,40000,H,203,189,163.0,148.0,131.0,123.0,0.9310344828,0.802955665,0.7290640394,0.645320197,0.60591133
2016,2000,40000,I,592,528,458.0,411.0,363.0,341.0,0.8918918919,0.7736486486,0.6942567568,0.6131756757,0.5760135135
2016,2000,40000,J,591,537,472.0,415.0,390.0,359.0,0.9086294416,0.7986463621,0.7021996616,0.6598984772,0.6074450085
2016,2000,40000,K,233,227,213.0,192.0,186.0,178.0,0.974248927,0.9141630901,0.8240343348,0.7982832618,0.7639484979
2016,2000,40000,L,330,309,289.0,266.0,250.0,235.0,0.9363636364,0.8757575758,0.8060606061,0.7575757576,0.7121212121
2016,2000,40000,M,2006,1885,1769.0,1649.0,1554.0,1467.0,0.9396809571,0.8818544367,0.8220338983,0.7746759721,0.7313060818
2016,2000,40000,N,691,632,567.0,512.0,469.0,440.0,0.9146164978,0.8205499276,0.7409551375,0.6787264834,0.6367583213
2016,2000,40000,O,11,10,9.0,8.0,8.0,8.0,0.9090909091,0.8181818182,0.7272727273,0.7272727273,0.7272727273
2016,2000,40000,P,272,242,226.0,197.0,185.0,169.0,0.8897058824,0.8308823529,0.7242647059,0.6801470588,0.6213235294
2016,2000,40000,Q,601,562,522.0,487.0,469.0,448.0,0.9351081531,0.8685524126,0.8103161398,0.7803660566,0.7454242928
2016,2000,40000,R,400,367,344.0,311.0,294.0,264.0,0.9175,0.86,0.7775,0.735,0.66
2016,2000,40000,S,597,525,468.0,415.0,383.0,359.0,0.8793969849,0.783919598,0.6951423786,0.6415410385,0.6013400335
2016,2000,70000,A,104,102,95.0,91.0,89.0,87.0,0.9807692308,0.9134615385,0.875,0.8557692308,0.8365384615
2016,2000,70000,C,211,194,173.0,158.0,146.0,134.0,0.9194312796,0.8199052133,0.7488151659,0.691943128,0.63507109
2016,2000,70000,D,7,6,4.0,4.0,3.0,3.0,0.8571428571,0.5714285714,0.5714285714,0.4285714286,0.4285714286
2016,2000,70000,E,7,7,7.0,6.0,6.0,5.0,1.0,1.0,0.8571428571,0.8571428571,0.7142857143
2016,2000,70000,F,570,539,509.0,467.0,423.0,394.0,0.9456140351,0.8929824561,0.8192982456,0.7421052632,0.6912280702
2016,2000,70000,G,727,629,564.0,507.0,453.0,417.0,0.8651994498,0.7757909216,0.6973865199,0.6231086657,0.5735900963
2016,2000,70000,H,50,46,44.0,41.0,38.0,34.0,0.92,0.88,0.82,0.76,0.68
2016,2000,70000,I,299,259,230.0,207.0,187.0,167.0,0.8662207358,0.7692307692,0.6923076923,0.6254180602,0.5585284281
2016,2000,70000,J,237,218,197.0,181.0,167.0,147.0,0.9198312236,0.8312236287,0.7637130802,0.7046413502,0.6202531646
2016,2000,70000,K,129,125,121.0,116.0,112.0,103.0,0.9689922481,0.9379844961,0.8992248062,0.8682170543,0.7984496124
2016,2000,70000,L,130,124,118.0,113.0,110.0,108.0,0.9538461538,0.9076923077,0.8692307692,0.8461538462,0.8307692308
2016,2000,70000,M,832,793,740.0,689.0,644.0,616.0,0.953125,0.8894230769,0.828125,0.7740384615,0.7403846154
2016,2000,70000,N,283,257,233.0,218.0,199.0,183.0,0.9081272085,0.8233215548,0.7703180212,0.703180212,0.6466431095
2016,2000,70000,O,4,4,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0
2016,2000,70000,P,116,104,86.0,78.0,74.0,68.0,0.8965517241,0.7413793103,0.6724137931,0.6379310345,0.5862068966
2016,2000,70000,Q,220,203,187.0,176.0,169.0,163.0,0.9227272727,0.85,0.8,0.7681818182,0.7409090909
2016,2000,70000,R,180,158,143.0,127.0,122.0,116.0,0.8777777778,0.7944444444,0.7055555556,0.6777777778,0.6444444444
2016,2000,70000,S,346,312,283.0,264.0,248.0,233.0,0.901734104,0.8179190751,0.7630057803,0.7167630058,0.6734104046
2016,3000,20002,A,82,76,72.0,69.0,63.0,60.0,0.9268292683,0.8780487805,0.8414634146,0.7682926829,0.7317073171
2016,3000,20002,C,122,110,103.0,95.0,87.0,83.0,0.9016393443,0.8442622951,0.7786885246,0.7131147541,0.6803278689
2016,3000,20002,D,4,4,3.0,2.0,2.0,2.0,1.0,0.75,0.5,0.5,0.5
2016,3000,20002,E,2,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2016,3000,20002,F,333,306,283.0,258.0,238.0,224.0,0.9189189189,0.8498498498,0.7747747748,0.7147147147,0.6726726727
2016,3000,20002,G,445,406,364.0,332.0,306.0,283.0,0.9123595506,0.8179775281,0.7460674157,0.6876404494,0.6359550562
2016,3000,20002,H,55,48,46.0,37.0,35.0,34.0,0.8727272727,0.8363636364,0.6727272727,0.6363636364,0.6181818182
2016,3000,20002,I,156,142,131.0,119.0,112.0,102.0,0.9102564103,0.8397435897,0.7628205128,0.7179487179,0.6538461538
2016,3000,20002,J,243,224,209.0,193.0,184.0,164.0,0.9218106996,0.8600823045,0.7942386831,0.7572016461,0.6748971193
2016,3000,20002,K,81,76,75.0,73.0,68.0,66.0,0.9382716049,0.9259259259,0.9012345679,0.8395061728,0.8148148148
2016,3000,20002,L,138,128,118.0,113.0,106.0,100.0,0.9275362319,0.8550724638,0.8188405797,0.768115942,0.7246376812
2016,3000,20002,M,807,757,707.0,656.0,618.0,571.0,0.9380421314,0.8760842627,0.8128872367,0.7657992565,0.70755886
2016,3000,20002,N,243,226,201.0,185.0,168.0,156.0,0.9300411523,0.8271604938,0.7613168724,0.6913580247,0.6419753086
2016,3000,20002,P,186,175,159.0,148.0,135.0,129.0,0.9408602151,0.8548387097,0.7956989247,0.7258064516,0.6935483871
2016,3000,20002,Q,262,249,241.0,234.0,225.0,218.0,0.9503816794,0.9198473282,0.893129771,0.858778626,0.8320610687
2016,3000,20002,R,111,105,98.0,91.0,80.0,76.0,0.9459459459,0.8828828829,0.8198198198,0.7207207207,0.6846846847
2016,3000,20002,S,152,142,126.0,117.0,111.0,102.0,0.9342105263,0.8289473684,0.7697368421,0.7302631579,0.6710526316
2016,3000,50000,A,171,167,164.0,155.0,149.0,145.0,0.9766081871,0.9590643275,0.9064327485,0.8713450292,0.8479532164
2016,3000,50000,C,230,213,198.0,178.0,167.0,150.0,0.9260869565,0.8608695652,0.7739130435,0.7260869565,0.652173913
2016,3000,50000,D,10,9,6.0,6.0,6.0,6.0,0.9,0.6,0.6,0.6,0.6
2016,3000,50000,E,16,15,14.0,13.0,13.0,11.0,0.9375,0.875,0.8125,0.8125,0.6875
2016,3000,50000,F,846,768,699.0,625.0,571.0,530.0,0.9078014184,0.8262411348,0.7387706856,0.6749408983,0.6264775414
2016,3000,50000,G,1183,1024,892.0,795.0,716.0,674.0,0.8655959425,0.7540152156,0.6720202874,0.6052409129,0.5697379544
2016,3000,50000,H,140,123,109.0,95.0,82.0,77.0,0.8785714286,0.7785714286,0.6785714286,0.5857142857,0.55
2016,3000,50000,I,565,470,393.0,329.0,298.0,269.0,0.8318584071,0.6955752212,0.582300885,0.5274336283,0.4761061947
2016,3000,50000,J,204,180,164.0,148.0,142.0,131.0,0.8823529412,0.8039215686,0.7254901961,0.6960784314,0.6421568627
2016,3000,50000,K,108,107,105.0,101.0,98.0,91.0,0.9907407407,0.9722222222,0.9351851852,0.9074074074,0.8425925926
2016,3000,50000,L,181,170,159.0,150.0,142.0,138.0,0.9392265193,0.8784530387,0.8287292818,0.7845303867,0.7624309392
2016,3000,50000,M,859,788,741.0,699.0,653.0,610.0,0.9173457509,0.8626309662,0.8137369034,0.7601862631,0.7101280559
2016,3000,50000,N,377,331,300.0,275.0,255.0,238.0,0.8779840849,0.7957559682,0.7294429708,0.6763925729,0.6312997347
2016,3000,50000,O,6,6,6.0,5.0,5.0,5.0,1.0,1.0,0.8333333333,0.8333333333,0.8333333333
2016,3000,50000,P,181,166,151.0,138.0,128.0,123.0,0.9171270718,0.8342541436,0.7624309392,0.7071823204,0.679558011
2016,3000,50000,Q,383,367,349.0,331.0,317.0,302.0,0.9582245431,0.911227154,0.864229765,0.8276762402,0.7885117493
2016,3000,50000,R,210,188,177.0,161.0,152.0,144.0,0.8952380952,0.8428571429,0.7666666667,0.7238095238,0.6857142857
2016,3000,50000,S,418,384,344.0,318.0,302.0,279.0,0.9186602871,0.8229665072,0.7607655502,0.7224880383,0.6674641148
2016,3000,50000,T,4,4,3.0,2.0,2.0,2.0,1.0,0.75,0.5,0.5,0.5
2016,3000,50000,X,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,3000,60000,A,180,174,169.0,161.0,157.0,152.0,0.9666666667,0.9388888889,0.8944444444,0.8722222222,0.8444444444
2016,3000,60000,B,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,3000,60000,C,275,261,237.0,217.0,204.0,188.0,0.9490909091,0.8618181818,0.7890909091,0.7418181818,0.6836363636
2016,3000,60000,D,10,9,9.0,7.0,6.0,6.0,0.9,0.9,0.7,0.6,0.6
2016,3000,60000,E,15,14,13.0,12.0,11.0,9.0,0.9333333333,0.8666666667,0.8,0.7333333333,0.6
2016,3000,60000,F,712,662,619.0,576.0,545.0,507.0,0.9297752809,0.8693820225,0.808988764,0.7654494382,0.7120786517
2016,3000,60000,G,1075,942,831.0,724.0,662.0,623.0,0.8762790698,0.7730232558,0.6734883721,0.6158139535,0.5795348837
2016,3000,60000,H,104,88,77.0,67.0,65.0,59.0,0.8461538462,0.7403846154,0.6442307692,0.625,0.5673076923
2016,3000,60000,I,507,414,355.0,312.0,278.0,251.0,0.8165680473,0.7001972387,0.6153846154,0.5483234714,0.4950690335
2016,3000,60000,J,207,186,170.0,153.0,146.0,138.0,0.8985507246,0.8212560386,0.7391304348,0.7053140097,0.6666666667
2016,3000,60000,K,130,125,118.0,113.0,108.0,104.0,0.9615384615,0.9076923077,0.8692307692,0.8307692308,0.8
2016,3000,60000,L,179,168,157.0,145.0,142.0,133.0,0.938547486,0.8770949721,0.8100558659,0.7932960894,0.7430167598
2016,3000,60000,M,1076,985,914.0,847.0,799.0,753.0,0.9154275093,0.8494423792,0.7871747212,0.7425650558,0.6998141264
2016,3000,60000,N,364,320,289.0,266.0,242.0,228.0,0.8791208791,0.793956044,0.7307692308,0.6648351648,0.6263736264
2016,3000,60000,O,8,8,8.0,8.0,7.0,7.0,1.0,1.0,1.0,0.875,0.875
2016,3000,60000,P,156,145,133.0,120.0,112.0,106.0,0.9294871795,0.8525641026,0.7692307692,0.7179487179,0.6794871795
2016,3000,60000,Q,454,432,401.0,383.0,369.0,356.0,0.9515418502,0.8832599119,0.8436123348,0.8127753304,0.7841409692
2016,3000,60000,R,222,201,190.0,174.0,165.0,156.0,0.9054054054,0.8558558559,0.7837837838,0.7432432432,0.7027027027
2016,3000,60000,S,361,325,299.0,269.0,256.0,239.0,0.9002770083,0.8282548476,0.7451523546,0.7091412742,0.6620498615
2016,3000,60000,T,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,3000,60000,X,2,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2016,3000,80000,A,132,128,124.0,119.0,115.0,113.0,0.9696969697,0.9393939394,0.9015151515,0.8712121212,0.8560606061
2016,3000,80000,C,51,47,44.0,42.0,40.0,39.0,0.9215686275,0.862745098,0.8235294118,0.7843137255,0.7647058824
2016,3000,80000,D,4,3,3.0,3.0,3.0,2.0,0.75,0.75,0.75,0.75,0.5
2016,3000,80000,E,3,2,2.0,1.0,1.0,1.0,0.6666666667,0.6666666667,0.3333333333,0.3333333333,0.3333333333
2016,3000,80000,F,151,136,128.0,120.0,114.0,109.0,0.9006622517,0.8476821192,0.7947019868,0.7549668874,0.7218543046
2016,3000,80000,G,175,154,140.0,128.0,122.0,115.0,0.88,0.8,0.7314285714,0.6971428571,0.6571428571
2016,3000,80000,H,12,12,11.0,10.0,9.0,9.0,1.0,0.9166666667,0.8333333333,0.75,0.75
2016,3000,80000,I,94,82,71.0,64.0,61.0,54.0,0.8723404255,0.7553191489,0.6808510638,0.6489361702,0.5744680851
2016,3000,80000,J,36,30,24.0,23.0,23.0,21.0,0.8333333333,0.6666666667,0.6388888889,0.6388888889,0.5833333333
2016,3000,80000,K,21,21,21.0,21.0,19.0,18.0,1.0,1.0,1.0,0.9047619048,0.8571428571
2016,3000,80000,L,25,25,24.0,23.0,22.0,21.0,1.0,0.96,0.92,0.88,0.84
2016,3000,80000,M,177,164,153.0,142.0,130.0,122.0,0.9265536723,0.8644067797,0.802259887,0.7344632768,0.6892655367
2016,3000,80000,N,82,70,62.0,53.0,50.0,48.0,0.8536585366,0.756097561,0.6463414634,0.6097560976,0.5853658537
2016,3000,80000,O,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,3000,80000,P,46,40,35.0,31.0,28.0,28.0,0.8695652174,0.7608695652,0.6739130435,0.6086956522,0.6086956522
2016,3000,80000,Q,63,60,56.0,54.0,52.0,50.0,0.9523809524,0.8888888889,0.8571428571,0.8253968254,0.7936507937
2016,3000,80000,R,69,62,60.0,58.0,57.0,53.0,0.8985507246,0.8695652174,0.8405797101,0.8260869565,0.768115942
2016,3000,80000,S,102,85,74.0,66.0,64.0,61.0,0.8333333333,0.7254901961,0.6470588235,0.6274509804,0.5980392157
2016,3000,80000,X,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,3000,90000,A,118,116,110.0,105.0,101.0,94.0,0.9830508475,0.9322033898,0.8898305085,0.8559322034,0.7966101695
2016,3000,90000,C,125,113,101.0,94.0,86.0,80.0,0.904,0.808,0.752,0.688,0.64
2016,3000,90000,D,3,2,1.0,1.0,1.0,1.0,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0.3333333333
