y,r,p,n1,fr,s1,s2,s3,s4,s5,r1,r2,r3,r4,r5
2011,3000,60000,R,208,184,162.0,146.0,135.0,127.0,0.8846153846,0.7788461538,0.7019230769,0.6490384615,0.6105769231
2011,3000,60000,S,345,312,268.0,244.0,219.0,200.0,0.9043478261,0.7768115942,0.7072463768,0.6347826087,0.5797101449
2011,3000,80000,A,118,111,105.0,100.0,95.0,92.0,0.9406779661,0.8898305085,0.8474576271,0.8050847458,0.7796610169
2011,3000,80000,C,41,37,35.0,33.0,31.0,27.0,0.9024390244,0.8536585366,0.8048780488,0.756097561,0.6585365854
2011,3000,80000,E,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011,3000,80000,F,183,172,158.0,147.0,136.0,128.0,0.9398907104,0.8633879781,0.8032786885,0.7431693989,0.6994535519
2011,3000,80000,G,186,170,148.0,130.0,116.0,103.0,0.9139784946,0.7956989247,0.6989247312,0.623655914,0.5537634409
2011,3000,80000,H,15,13,12.0,9.0,9.0,8.0,0.8666666667,0.8,0.6,0.6,0.5333333333
2011,3000,80000,I,129,113,94.0,82.0,75.0,68.0,0.8759689922,0.7286821705,0.6356589147,0.5813953488,0.5271317829
2011,3000,80000,J,61,39,27.0,21.0,21.0,17.0,0.6393442623,0.4426229508,0.3442622951,0.3442622951,0.2786885246
2011,3000,80000,K,12,11,10.0,8.0,8.0,8.0,0.9166666667,0.8333333333,0.6666666667,0.6666666667,0.6666666667
2011,3000,80000,L,21,20,18.0,17.0,16.0,15.0,0.9523809524,0.8571428571,0.8095238095,0.7619047619,0.7142857143
2011,3000,80000,M,146,132,115.0,105.0,95.0,92.0,0.904109589,0.7876712329,0.7191780822,0.6506849315,0.6301369863
2011,3000,80000,N,70,60,56.0,52.0,49.0,47.0,0.8571428571,0.8,0.7428571429,0.7,0.6714285714
2011,3000,80000,P,20,16,16.0,14.0,11.0,10.0,0.8,0.8,0.7,0.55,0.5
2011,3000,80000,Q,36,33,27.0,26.0,25.0,22.0,0.9166666667,0.75,0.7222222222,0.6944444444,0.6111111111
2011,3000,80000,R,50,47,44.0,43.0,42.0,41.0,0.94,0.88,0.86,0.84,0.82
2011,3000,80000,S,98,86,77.0,69.0,62.0,61.0,0.8775510204,0.7857142857,0.7040816327,0.6326530612,0.6224489796
2011,3000,90000,A,114,107,102.0,98.0,93.0,89.0,0.9385964912,0.8947368421,0.8596491228,0.8157894737,0.7807017544
2011,3000,90000,B,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011,3000,90000,C,105,96,87.0,79.0,73.0,70.0,0.9142857143,0.8285714286,0.7523809524,0.6952380952,0.6666666667
2011,3000,90000,D,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011,3000,90000,E,3,3,2.0,2.0,2.0,2.0,1.0,0.6666666667,0.6666666667,0.6666666667,0.6666666667
2011,3000,90000,F,356,333,301.0,281.0,261.0,242.0,0.9353932584,0.845505618,0.7893258427,0.7331460674,0.6797752809
2011,3000,90000,G,439,392,337.0,297.0,271.0,248.0,0.8929384966,0.7676537585,0.6765375854,0.6173120729,0.5649202733
2011,3000,90000,H,53,45,40.0,34.0,30.0,28.0,0.8490566038,0.7547169811,0.641509434,0.5660377358,0.5283018868
2011,3000,90000,I,196,175,146.0,127.0,110.0,102.0,0.8928571429,0.7448979592,0.6479591837,0.5612244898,0.5204081633
2011,3000,90000,J,179,137,105.0,86.0,75.0,73.0,0.7653631285,0.5865921788,0.4804469274,0.4189944134,0.4078212291
2011,3000,90000,K,13,11,7.0,7.0,7.0,6.0,0.8461538462,0.5384615385,0.5384615385,0.5384615385,0.4615384615
2011,3000,90000,L,49,44,40.0,37.0,35.0,32.0,0.8979591837,0.8163265306,0.7551020408,0.7142857143,0.6530612245
2011,3000,90000,M,364,339,311.0,291.0,271.0,258.0,0.9313186813,0.8543956044,0.7994505495,0.7445054945,0.7087912088
2011,3000,90000,N,144,127,108.0,95.0,83.0,77.0,0.8819444444,0.75,0.6597222222,0.5763888889,0.5347222222
2011,3000,90000,O,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011,3000,90000,P,52,45,39.0,35.0,32.0,29.0,0.8653846154,0.75,0.6730769231,0.6153846154,0.5576923077
2011,3000,90000,Q,75,67,64.0,57.0,54.0,51.0,0.8933333333,0.8533333333,0.76,0.72,0.68
2011,3000,90000,R,92,84,74.0,65.0,63.0,58.0,0.9130434783,0.8043478261,0.7065217391,0.6847826087,0.6304347826
2011,3000,90000,S,142,127,110.0,101.0,94.0,87.0,0.8943661972,0.7746478873,0.7112676056,0.661971831,0.6126760563
2011,4000,,A,14,12,12.0,12.0,12.0,9.0,0.8571428571,0.8571428571,0.8571428571,0.8571428571,0.6428571429
2011,4000,,C,243,225,202.0,172.0,152.0,143.0,0.9259259259,0.8312757202,0.70781893,0.6255144033,0.5884773663
2011,4000,,D,6,6,5.0,5.0,4.0,4.0,1.0,0.8333333333,0.8333333333,0.6666666667,0.6666666667
2011,4000,,E,7,7,4.0,3.0,3.0,3.0,1.0,0.5714285714,0.4285714286,0.4285714286,0.4285714286
2011,4000,,F,1273,1193,1097.0,985.0,902.0,834.0,0.9371563236,0.861743912,0.7737627651,0.7085624509,0.655145326
2011,4000,,G,1376,1233,1087.0,953.0,848.0,760.0,0.8960755814,0.7899709302,0.6925872093,0.6162790698,0.5523255814
2011,4000,,H,308,270,231.0,204.0,188.0,172.0,0.8766233766,0.75,0.6623376623,0.6103896104,0.5584415584
2011,4000,,I,640,572,501.0,444.0,394.0,352.0,0.89375,0.7828125,0.69375,0.615625,0.55
2011,4000,,J,855,744,645.0,564.0,520.0,476.0,0.8701754386,0.7543859649,0.6596491228,0.6081871345,0.5567251462
2011,4000,,K,42,38,34.0,30.0,29.0,26.0,0.9047619048,0.8095238095,0.7142857143,0.6904761905,0.619047619
2011,4000,,L,250,237,221.0,203.0,192.0,181.0,0.948,0.884,0.812,0.768,0.724
2011,4000,,M,1886,1710,1543.0,1398.0,1297.0,1226.0,0.9066808059,0.8181336161,0.7412513256,0.6876988335,0.6500530223
2011,4000,,N,674,592,520.0,460.0,412.0,376.0,0.8783382789,0.7715133531,0.6824925816,0.6112759644,0.5578635015
2011,4000,,O,10,10,10.0,9.0,8.0,8.0,1.0,1.0,0.9,0.8,0.8
2011,4000,,P,139,120,100.0,87.0,75.0,69.0,0.8633093525,0.7194244604,0.6258992806,0.5395683453,0.4964028777
2011,4000,,Q,148,133,122.0,112.0,104.0,99.0,0.8986486486,0.8243243243,0.7567567568,0.7027027027,0.6689189189
2011,4000,,R,205,182,160.0,140.0,131.0,125.0,0.887804878,0.7804878049,0.6829268293,0.6390243902,0.6097560976
2011,4000,,S,411,376,336.0,312.0,289.0,266.0,0.9148418491,0.8175182482,0.7591240876,0.703163017,0.6472019465
2011,4000,,T,3,1,0.0,0.0,0.0,0.0,0.3333333333,0.0,0.0,0.0,0.0
2012,2000,10000,A,166,155,147.0,143.0,139.0,133.0,0.9337349398,0.8855421687,0.8614457831,0.8373493976,0.8012048193
2012,2000,10000,B,2,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2012,2000,10000,C,442,403,373.0,353.0,334.0,310.0,0.9117647059,0.8438914027,0.7986425339,0.7556561086,0.7013574661
2012,2000,10000,D,19,19,16.0,15.0,15.0,13.0,1.0,0.8421052632,0.7894736842,0.7894736842,0.6842105263
2012,2000,10000,E,12,12,12.0,12.0,12.0,11.0,1.0,1.0,1.0,1.0,0.9166666667
2012,2000,10000,F,1186,1110,1029.0,956.0,891.0,829.0,0.9359190556,0.8676222597,0.8060708263,0.7512647555,0.6989881956
2012,2000,10000,G,1787,1583,1415.0,1234.0,1128.0,1043.0,0.8858421936,0.7918298825,0.6905428092,0.6312255176,0.583659765
2012,2000,10000,H,256,221,203.0,174.0,160.0,144.0,0.86328125,0.79296875,0.6796875,0.625,0.5625
2012,2000,10000,I,790,705,620.0,561.0,504.0,457.0,0.8924050633,0.7848101266,0.7101265823,0.6379746835,0.5784810127
2012,2000,10000,J,759,660,564.0,497.0,463.0,429.0,0.8695652174,0.743083004,0.6548089592,0.6100131752,0.5652173913
2012,2000,10000,K,78,72,68.0,62.0,60.0,57.0,0.9230769231,0.8717948718,0.7948717949,0.7692307692,0.7307692308
2012,2000,10000,L,298,279,261.0,248.0,234.0,217.0,0.9362416107,0.8758389262,0.8322147651,0.7852348993,0.7281879195
2012,2000,10000,M,2373,2209,1994.0,1862.0,1780.0,1692.0,0.9308891698,0.8402865571,0.784660767,0.7501053519,0.7130214918
2012,2000,10000,N,696,631,574.0,535.0,500.0,462.0,0.9066091954,0.8247126437,0.7686781609,0.7183908046,0.6637931034
2012,2000,10000,O,2,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2012,2000,10000,P,218,193,172.0,146.0,128.0,116.0,0.8853211009,0.7889908257,0.6697247706,0.5871559633,0.5321100917
2012,2000,10000,Q,295,280,238.0,224.0,211.0,204.0,0.9491525424,0.806779661,0.7593220339,0.7152542373,0.6915254237
2012,2000,10000,R,551,506,475.0,435.0,405.0,384.0,0.9183303085,0.8620689655,0.7894736842,0.7350272232,0.6969147005
2012,2000,10000,S,654,587,520.0,470.0,427.0,395.0,0.8975535168,0.7951070336,0.7186544343,0.6529051988,0.6039755352
2012,2000,20001,A,129,124,119.0,116.0,113.0,108.0,0.9612403101,0.9224806202,0.8992248062,0.8759689922,0.8372093023
2012,2000,20001,B,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012,2000,20001,C,232,212,196.0,175.0,164.0,155.0,0.9137931034,0.8448275862,0.7543103448,0.7068965517,0.6681034483
2012,2000,20001,D,8,8,6.0,6.0,6.0,2.0,1.0,0.75,0.75,0.75,0.25
2012,2000,20001,E,7,7,7.0,7.0,6.0,6.0,1.0,1.0,1.0,0.8571428571,0.8571428571
2012,2000,20001,F,545,512,460.0,417.0,388.0,367.0,0.9394495413,0.8440366972,0.7651376147,0.7119266055,0.6733944954
2012,2000,20001,G,725,640,563.0,506.0,469.0,433.0,0.8827586207,0.7765517241,0.6979310345,0.6468965517,0.5972413793
2012,2000,20001,H,114,103,95.0,84.0,73.0,64.0,0.9035087719,0.8333333333,0.7368421053,0.6403508772,0.5614035088
2012,2000,20001,I,361,327,281.0,258.0,229.0,215.0,0.9058171745,0.7783933518,0.7146814404,0.6343490305,0.595567867
2012,2000,20001,J,467,423,367.0,342.0,316.0,306.0,0.9057815846,0.7858672377,0.7323340471,0.6766595289,0.6552462527
2012,2000,20001,K,33,30,27.0,26.0,22.0,20.0,0.9090909091,0.8181818182,0.7878787879,0.6666666667,0.6060606061
2012,2000,20001,L,132,121,113.0,105.0,101.0,96.0,0.9166666667,0.8560606061,0.7954545455,0.7651515152,0.7272727273
2012,2000,20001,M,1461,1364,1251.0,1162.0,1101.0,1034.0,0.9336071184,0.8562628337,0.7953456537,0.7535934292,0.7077344285
2012,2000,20001,N,514,459,415.0,382.0,353.0,333.0,0.8929961089,0.8073929961,0.7431906615,0.686770428,0.6478599222
2012,2000,20001,P,159,150,131.0,117.0,109.0,99.0,0.9433962264,0.8238993711,0.7358490566,0.6855345912,0.6226415094
2012,2000,20001,Q,167,155,140.0,125.0,115.0,104.0,0.9281437126,0.8383233533,0.748502994,0.6886227545,0.622754491
2012,2000,20001,R,229,215,203.0,195.0,184.0,172.0,0.9388646288,0.8864628821,0.8515283843,0.8034934498,0.7510917031
2012,2000,20001,S,354,312,276.0,248.0,227.0,210.0,0.8813559322,0.7796610169,0.7005649718,0.6412429379,0.593220339
2012,2000,30000,A,232,226,218.0,214.0,211.0,206.0,0.974137931,0.9396551724,0.9224137931,0.9094827586,0.8879310345
2012,2000,30000,B,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012,2000,30000,C,299,281,255.0,244.0,234.0,221.0,0.9397993311,0.8528428094,0.8160535117,0.7826086957,0.7391304348
2012,2000,30000,D,9,9,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0
2012,2000,30000,E,11,11,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0
2012,2000,30000,F,994,949,897.0,832.0,779.0,741.0,0.9547283702,0.9024144869,0.8370221328,0.7837022133,0.745472837
2012,2000,30000,G,1036,929,826.0,762.0,692.0,655.0,0.8967181467,0.7972972973,0.7355212355,0.667953668,0.6322393822
2012,2000,30000,H,120,111,96.0,81.0,74.0,69.0,0.925,0.8,0.675,0.6166666667,0.575
2012,2000,30000,I,513,452,408.0,369.0,337.0,295.0,0.8810916179,0.7953216374,0.7192982456,0.656920078,0.5750487329
2012,2000,30000,J,370,295,239.0,200.0,185.0,172.0,0.7972972973,0.6459459459,0.5405405405,0.5,0.4648648649
2012,2000,30000,K,40,37,33.0,33.0,33.0,33.0,0.925,0.825,0.825,0.825,0.825
2012,2000,30000,L,200,190,173.0,166.0,153.0,143.0,0.95,0.865,0.83,0.765,0.715
2012,2000,30000,M,1243,1168,1084.0,1032.0,982.0,947.0,0.9396621078,0.8720836685,0.8302493966,0.7900241352,0.7618664521
2012,2000,30000,N,454,409,371.0,341.0,315.0,303.0,0.9008810573,0.8171806167,0.7511013216,0.6938325991,0.6674008811
2012,2000,30000,O,2,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2012,2000,30000,P,140,129,119.0,108.0,101.0,96.0,0.9214285714,0.85,0.7714285714,0.7214285714,0.6857142857
2012,2000,30000,Q,134,125,108.0,100.0,97.0,91.0,0.9328358209,0.8059701493,0.7462686567,0.723880597,0.6791044776
2012,2000,30000,R,258,242,229.0,217.0,204.0,191.0,0.9379844961,0.8875968992,0.8410852713,0.7906976744,0.7403100775
2012,2000,30000,S,474,419,372.0,336.0,313.0,289.0,0.8839662447,0.7848101266,0.7088607595,0.6603375527,0.6097046414
2012,2000,40000,A,180,172,163.0,156.0,153.0,147.0,0.9555555556,0.9055555556,0.8666666667,0.85,0.8166666667
2012,2000,40000,C,383,354,332.0,306.0,283.0,262.0,0.9242819843,0.8668407311,0.7989556136,0.7389033943,0.684073107
2012,2000,40000,D,9,8,8.0,8.0,8.0,7.0,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.7777777778
2012,2000,40000,E,14,13,11.0,10.0,10.0,8.0,0.9285714286,0.7857142857,0.7142857143,0.7142857143,0.5714285714
2012,2000,40000,F,972,919,846.0,780.0,732.0,672.0,0.945473251,0.8703703704,0.8024691358,0.7530864198,0.6913580247
2012,2000,40000,G,1025,918,833.0,761.0,701.0,649.0,0.8956097561,0.8126829268,0.7424390244,0.683902439,0.6331707317
2012,2000,40000,H,146,136,119.0,106.0,100.0,92.0,0.9315068493,0.8150684932,0.7260273973,0.6849315068,0.6301369863
2012,2000,40000,I,459,402,352.0,311.0,287.0,257.0,0.8758169935,0.7668845316,0.6775599129,0.6252723312,0.559912854
2012,2000,40000,J,514,451,374.0,321.0,294.0,276.0,0.8774319066,0.7276264591,0.6245136187,0.5719844358,0.5369649805
2012,2000,40000,K,43,39,34.0,33.0,30.0,28.0,0.9069767442,0.7906976744,0.7674418605,0.6976744186,0.6511627907
2012,2000,40000,L,171,161,146.0,130.0,122.0,113.0,0.9415204678,0.8538011696,0.7602339181,0.7134502924,0.6608187135
2012,2000,40000,M,1507,1398,1277.0,1214.0,1150.0,1079.0,0.9276708693,0.8473788985,0.8055739881,0.7631055076,0.7159920372
2012,2000,40000,N,503,462,411.0,378.0,344.0,326.0,0.9184890656,0.8170974155,0.7514910537,0.6838966203,0.648111332
2012,2000,40000,O,4,4,4.0,4.0,3.0,3.0,1.0,1.0,1.0,0.75,0.75
2012,2000,40000,P,173,158,138.0,127.0,115.0,110.0,0.9132947977,0.7976878613,0.7341040462,0.6647398844,0.6358381503
2012,2000,40000,Q,175,163,150.0,135.0,129.0,124.0,0.9314285714,0.8571428571,0.7714285714,0.7371428571,0.7085714286
2012,2000,40000,R,327,301,275.0,250.0,233.0,223.0,0.9204892966,0.8409785933,0.7645259939,0.7125382263,0.6819571865
2012,2000,40000,S,493,441,400.0,361.0,340.0,321.0,0.8945233266,0.8113590264,0.7322515213,0.6896551724,0.6511156187
2012,2000,70000,A,100,96,87.0,82.0,79.0,76.0,0.96,0.87,0.82,0.79,0.76
2012,2000,70000,B,3,3,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.6666666667
2012,2000,70000,C,219,209,195.0,175.0,163.0,153.0,0.9543378995,0.8904109589,0.799086758,0.7442922374,0.698630137
2012,2000,70000,D,11,11,10.0,10.0,10.0,10.0,1.0,0.9090909091,0.9090909091,0.9090909091,0.9090909091
2012,2000,70000,E,6,6,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0
2012,2000,70000,F,569,532,481.0,448.0,419.0,398.0,0.934973638,0.8453427065,0.7873462214,0.7363796134,0.6994727592
2012,2000,70000,G,596,531,460.0,411.0,379.0,350.0,0.8909395973,0.7718120805,0.6895973154,0.6359060403,0.5872483221
2012,2000,70000,H,59,52,49.0,46.0,39.0,34.0,0.8813559322,0.8305084746,0.7796610169,0.6610169492,0.5762711864
2012,2000,70000,I,294,266,231.0,199.0,176.0,166.0,0.9047619048,0.7857142857,0.6768707483,0.5986394558,0.5646258503
2012,2000,70000,J,231,203,170.0,148.0,136.0,126.0,0.8787878788,0.7359307359,0.6406926407,0.5887445887,0.5454545455
2012,2000,70000,K,23,22,21.0,20.0,19.0,18.0,0.9565217391,0.9130434783,0.8695652174,0.8260869565,0.7826086957
2012,2000,70000,L,77,74,68.0,60.0,57.0,56.0,0.961038961,0.8831168831,0.7792207792,0.7402597403,0.7272727273
2012,2000,70000,M,662,634,586.0,560.0,532.0,503.0,0.9577039275,0.8851963746,0.8459214502,0.8036253776,0.7598187311
2012,2000,70000,N,211,195,178.0,153.0,143.0,128.0,0.9241706161,0.8436018957,0.7251184834,0.6777251185,0.6066350711
2012,2000,70000,P,54,49,41.0,38.0,37.0,35.0,0.9074074074,0.7592592593,0.7037037037,0.6851851852,0.6481481481
2012,2000,70000,Q,92,88,75.0,65.0,58.0,54.0,0.9565217391,0.8152173913,0.7065217391,0.6304347826,0.5869565217
2012,2000,70000,R,116,110,102.0,88.0,84.0,81.0,0.9482758621,0.8793103448,0.7586206897,0.724137931,0.6982758621
2012,2000,70000,S,284,248,222.0,202.0,191.0,179.0,0.8732394366,0.7816901408,0.7112676056,0.6725352113,0.6302816901
2012,2000,70000,T,2,2,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
2012,3000,20002,A,79,76,67.0,64.0,58.0,54.0,0.9620253165,0.8481012658,0.8101265823,0.7341772152,0.6835443038
2012,3000,20002,B,2,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2012,3000,20002,C,120,111,100.0,88.0,82.0,80.0,0.925,0.8333333333,0.7333333333,0.6833333333,0.6666666667
2012,3000,20002,D,2,1,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5
2012,3000,20002,E,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2012,3000,20002,F,290,270,245.0,229.0,210.0,198.0,0.9310344828,0.8448275862,0.7896551724,0.724137931,0.6827586207
2012,3000,20002,G,396,346,309.0,281.0,262.0,246.0,0.8737373737,0.7803030303,0.7095959596,0.6616161616,0.6212121212
2012,3000,20002,H,44,36,30.0,25.0,23.0,22.0,0.8181818182,0.6818181818,0.5681818182,0.5227272727,0.5
2012,3000,20002,I,125,113,96.0,82.0,80.0,67.0,0.904,0.768,0.656,0.64,0.536
2012,3000,20002,J,216,172,141.0,122.0,114.0,104.0,0.7962962963,0.6527777778,0.5648148148,0.5277777778,0.4814814815
2012,3000,20002,K,26,22,19.0,16.0,16.0,16.0,0.8461538462,0.7307692308,0.6153846154,0.6153846154,0.6153846154
2012,3000,20002,L,106,94,88.0,82.0,78.0,74.0,0.8867924528,0.8301886792,0.7735849057,0.7358490566,0.6981132075
2012,3000,20002,M,638,591,540.0,497.0,467.0,430.0,0.9263322884,0.8463949843,0.7789968652,0.7319749216,0.6739811912
2012,3000,20002,N,177,160,143.0,130.0,119.0,110.0,0.9039548023,0.8079096045,0.7344632768,0.6723163842,0.6214689266
2012,3000,20002,O,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,3000,20002,P,102,81,76.0,70.0,61.0,55.0,0.7941176471,0.7450980392,0.6862745098,0.5980392157,0.5392156863
2012,3000,20002,Q,91,82,76.0,70.0,65.0,62.0,0.9010989011,0.8351648352,0.7692307692,0.7142857143,0.6813186813
2012,3000,20002,R,105,93,83.0,71.0,68.0,62.0,0.8857142857,0.7904761905,0.6761904762,0.6476190476,0.5904761905
2012,3000,20002,S,140,124,114.0,102.0,94.0,86.0,0.8857142857,0.8142857143,0.7285714286,0.6714285714,0.6142857143
2012,3000,50000,A,169,161,154.0,146.0,141.0,135.0,0.9526627219,0.9112426036,0.8639053254,0.8343195266,0.798816568
2012,3000,50000,C,205,186,178.0,160.0,152.0,140.0,0.9073170732,0.8682926829,0.7804878049,0.7414634146,0.6829268293
2012,3000,50000,D,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2012,3000,50000,E,15,13,12.0,12.0,12.0,12.0,0.8666666667,0.8,0.8,0.8,0.8
2012,3000,50000,F,793,724,659.0,610.0,563.0,512.0,0.9129886507,0.8310214376,0.7692307692,0.709962169,0.6456494325
2012,3000,50000,G,1292,1093,929.0,816.0,724.0,656.0,0.8459752322,0.7190402477,0.6315789474,0.560371517,0.5077399381
2012,3000,50000,H,121,102,96.0,87.0,80.0,69.0,0.8429752066,0.7933884298,0.7190082645,0.6611570248,0.5702479339
2012,3000,50000,I,541,450,370.0,307.0,272.0,228.0,0.831792976,0.6839186691,0.5674676525,0.5027726433,0.4214417745
2012,3000,50000,J,267,224,178.0,162.0,149.0,137.0,0.8389513109,0.6666666667,0.606741573,0.5580524345,0.5131086142
2012,3000,50000,K,41,34,25.0,23.0,19.0,19.0,0.8292682927,0.6097560976,0.5609756098,0.4634146341,0.4634146341
2012,3000,50000,L,127,118,108.0,99.0,92.0,83.0,0.9291338583,0.8503937008,0.7795275591,0.7244094488,0.6535433071
2012,3000,50000,M,876,820,747.0,684.0,639.0,610.0,0.9360730594,0.852739726,0.7808219178,0.7294520548,0.696347032
2012,3000,50000,N,324,278,245.0,222.0,206.0,188.0,0.8580246914,0.7561728395,0.6851851852,0.6358024691,0.5802469136
2012,3000,50000,O,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012,3000,50000,P,129,111,98.0,82.0,78.0,71.0,0.8604651163,0.7596899225,0.6356589147,0.6046511628,0.5503875969
2012,3000,50000,Q,148,129,119.0,107.0,101.0,90.0,0.8716216216,0.8040540541,0.722972973,0.6824324324,0.6081081081
2012,3000,50000,R,171,151,128.0,111.0,102.0,92.0,0.8830409357,0.7485380117,0.649122807,0.5964912281,0.5380116959
2012,3000,50000,S,409,354,318.0,287.0,256.0,243.0,0.8655256724,0.7775061125,0.7017114914,0.6259168704,0.5941320293
2012,3000,50000,T,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012,3000,60000,A,119,111,110.0,108.0,104.0,100.0,0.9327731092,0.9243697479,0.9075630252,0.8739495798,0.8403361345
2012,3000,60000,C,262,235,213.0,195.0,186.0,178.0,0.8969465649,0.8129770992,0.7442748092,0.7099236641,0.679389313
2012,3000,60000,D,5,5,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0
2012,3000,60000,E,20,19,17.0,16.0,13.0,12.0,0.95,0.85,0.8,0.65,0.6
2012,3000,60000,F,723,671,627.0,575.0,526.0,483.0,0.928077455,0.867219917,0.7952973721,0.7275242047,0.6680497925
2012,3000,60000,G,1114,919,772.0,651.0,584.0,536.0,0.8249551167,0.6929982047,0.5843806104,0.5242369838,0.4811490126
2012,3000,60000,H,93,80,70.0,61.0,59.0,54.0,0.8602150538,0.752688172,0.6559139785,0.6344086022,0.5806451613
2012,3000,60000,I,512,413,346.0,293.0,260.0,240.0,0.806640625,0.67578125,0.572265625,0.5078125,0.46875
2012,3000,60000,J,370,289,220.0,183.0,169.0,148.0,0.7810810811,0.5945945946,0.4945945946,0.4567567568,0.4
2012,3000,60000,K,24,23,23.0,22.0,21.0,17.0,0.9583333333,0.9583333333,0.9166666667,0.875,0.7083333333
2012,3000,60000,L,106,94,86.0,80.0,76.0,72.0,0.8867924528,0.8113207547,0.7547169811,0.7169811321,0.679245283
2012,3000,60000,M,983,903,830.0,762.0,719.0,678.0,0.9186164802,0.8443540183,0.7751780264,0.7314343845,0.6897253306
2012,3000,60000,N,308,274,244.0,222.0,205.0,186.0,0.8896103896,0.7922077922,0.7207792208,0.6655844156,0.6038961039
2012,3000,60000,O,2,2,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
2012,3000,60000,P,106,91,79.0,71.0,65.0,64.0,0.858490566,0.7452830189,0.6698113208,0.6132075472,0.6037735849
2012,3000,60000,Q,165,155,145.0,135.0,122.0,114.0,0.9393939394,0.8787878788,0.8181818182,0.7393939394,0.6909090909
2012,3000,60000,R,205,184,166.0,154.0,144.0,139.0,0.8975609756,0.8097560976,0.7512195122,0.7024390244,0.6780487805
2012,3000,60000,S,355,311,273.0,247.0,234.0,219.0,0.876056338,0.7690140845,0.6957746479,0.6591549296,0.6169014085
2012,3000,80000,A,105,99,93.0,89.0,80.0,74.0,0.9428571429,0.8857142857,0.8476190476,0.7619047619,0.7047619048
2012,3000,80000,B,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012,3000,80000,C,46,43,42.0,39.0,38.0,36.0,0.9347826087,0.9130434783,0.847826087,0.8260869565,0.7826086957
2012,3000,80000,D,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012,3000,80000,E,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012,3000,80000,F,169,159,141.0,130.0,121.0,111.0,0.9408284024,0.8343195266,0.7692307692,0.7159763314,0.6568047337
2012,3000,80000,G,172,145,126.0,112.0,103.0,100.0,0.8430232558,0.7325581395,0.6511627907,0.5988372093,0.5813953488
2012,3000,80000,H,16,13,10.0,9.0,9.0,8.0,0.8125,0.625,0.5625,0.5625,0.5
2012,3000,80000,I,139,125,110.0,95.0,85.0,77.0,0.8992805755,0.7913669065,0.6834532374,0.6115107914,0.5539568345
2012,3000,80000,J,55,42,28.0,21.0,17.0,15.0,0.7636363636,0.5090909091,0.3818181818,0.3090909091,0.2727272727
2012,3000,80000,K,8,5,5.0,5.0,5.0,5.0,0.625,0.625,0.625,0.625,0.625
2012,3000,80000,L,14,13,10.0,9.0,8.0,7.0,0.9285714286,0.7142857143,0.6428571429,0.5714285714,0.5
2012,3000,80000,M,172,152,136.0,117.0,115.0,108.0,0.8837209302,0.7906976744,0.6802325581,0.6686046512,0.6279069767
2012,3000,80000,N,64,57,49.0,44.0,40.0,36.0,0.890625,0.765625,0.6875,0.625,0.5625
2012,3000,80000,O,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012,3000,80000,P,21,18,13.0,11.0,9.0,9.0,0.8571428571,0.619047619,0.5238095238,0.4285714286,0.4285714286
2012,3000,80000,Q,26,23,21.0,20.0,19.0,19.0,0.8846153846,0.8076923077,0.7692307692,0.7307692308,0.7307692308
2012,3000,80000,R,58,56,50.0,48.0,45.0,43.0,0.9655172414,0.8620689655,0.8275862069,0.775862069,0.7413793103
