year,ratio_order,ratio_code,ratio_label_nl,sector_order,sector_code,sector_label_nl,dispersion_order,dispersion_code,dispersion_label_nl,scheme_order,scheme_code,scheme_label_nl,value,unit_measure,decimals,obs_status
2011,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,1,C,Volledig,1111.0,_Z,1,A
2011,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,1,C,Volledig,14789.0,_Z,1,A
2011,1,R001,1. Brutoverkoopmarge (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,10.06,_Z,1,A
2011,1,R001,1. Brutoverkoopmarge (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,28.43,_Z,1,A
2011,2,R002,2. Nettoverkoopmarge (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,5.22,_Z,1,A
2011,2,R002,2. Nettoverkoopmarge (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,24.03,_Z,1,A
2011,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,27.46,_Z,1,A
2011,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,39.02,_Z,1,A
2011,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,58807.28,EUR,1,A
2011,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,64079.87,EUR,1,A
2011,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,48.02,_Z,1,A
2011,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,35.22,_Z,1,A
2011,6,R006,6. Personeelskosten / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,66.82,_Z,1,A
2011,6,R006,6. Personeelskosten / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,60.98,_Z,1,A
2011,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,18.02,_Z,1,A
2011,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,20.09,_Z,1,A
2011,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,7.05,_Z,1,A
2011,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,10.02,_Z,1,A
2011,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,10.63,_Z,1,A
2011,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,13.45,_Z,1,A
2011,11,R010,10. Cashflow / Eigen vermogen (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,27.56,_Z,1,A
2011,11,R010,10. Cashflow / Eigen vermogen (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,22.91,_Z,1,A
2011,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,12.58,_Z,1,A
2011,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,13.34,_Z,1,A
2011,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,7.1,_Z,1,A
2011,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,9.19,_Z,1,A
2011,16,R013,13. Liquiditeit in ruime zin,83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,1.33,_Z,1,A
2011,16,R013,13. Liquiditeit in ruime zin,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,1.22,_Z,1,A
2011,17,R014,14. Liquiditeit in enge zin,83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,0.95,_Z,1,A
2011,17,R014,14. Liquiditeit in enge zin,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,0.98,_Z,1,A
2011,22,R019,17. Aantal dagen klantenkrediet,83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,68.44,_Z,1,A
2011,22,R019,17. Aantal dagen klantenkrediet,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,40.59,_Z,1,A
2011,23,R020,18. Aantal dagen leverancierskrediet,83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,68.18,_Z,1,A
2011,23,R020,18. Aantal dagen leverancierskrediet,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,62.56,_Z,1,A
2011,24,R021,19. Financiële onafhankelijkheidsgraad (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,32.05,_Z,1,A
2011,24,R021,19. Financiële onafhankelijkheidsgraad (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,44.07,_Z,1,A
2011,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,29.1,_Z,1,A
2011,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,33.61,_Z,1,A
2011,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,2,A,Verkort,27.71,_Z,1,A
2011,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,2,A,Verkort,20.12,_Z,1,A
2011,1,R001,1. Brutoverkoopmarge (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,10.06,_Z,1,A
2011,1,R001,1. Brutoverkoopmarge (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,11.88,_Z,1,A
2011,2,R002,2. Nettoverkoopmarge (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,4.09,_Z,1,A
2011,2,R002,2. Nettoverkoopmarge (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,4.35,_Z,1,A
2011,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,23.45,_Z,1,A
2011,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,24.99,_Z,1,A
2011,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,57202.0,EUR,1,A
2011,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,61480.8,EUR,1,A
2011,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,47.85,_Z,1,A
2011,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,30.66,_Z,1,A
2011,6,R006,6. Personeelskosten / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,62.6,_Z,1,A
2011,6,R006,6. Personeelskosten / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,56.57,_Z,1,A
2011,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,22.88,_Z,1,A
2011,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,27.26,_Z,1,A
2011,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,4.74,_Z,1,A
2011,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,6.33,_Z,1,A
2011,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,10.2,_Z,1,A
2011,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,9.12,_Z,1,A
2011,11,R010,10. Cashflow / Eigen vermogen (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,35.37,_Z,1,A
2011,11,R010,10. Cashflow / Eigen vermogen (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,29.28,_Z,1,A
2011,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,14.95,_Z,1,A
2011,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,12.78,_Z,1,A
2011,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,6.32,_Z,1,A
2011,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,5.63,_Z,1,A
2011,16,R013,13. Liquiditeit in ruime zin,83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,1.39,_Z,1,A
2011,16,R013,13. Liquiditeit in ruime zin,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,1.24,_Z,1,A
2011,17,R014,14. Liquiditeit in enge zin,83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,1.19,_Z,1,A
2011,17,R014,14. Liquiditeit in enge zin,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,1.02,_Z,1,A
2011,22,R019,17. Aantal dagen klantenkrediet,83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,47.23,_Z,1,A
2011,22,R019,17. Aantal dagen klantenkrediet,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,41.12,_Z,1,A
2011,23,R020,18. Aantal dagen leverancierskrediet,83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,41.1,_Z,1,A
2011,23,R020,18. Aantal dagen leverancierskrediet,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,32.63,_Z,1,A
2011,24,R021,19. Financiële onafhankelijkheidsgraad (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,31.81,_Z,1,A
2011,24,R021,19. Financiële onafhankelijkheidsgraad (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,31.48,_Z,1,A
2011,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,18.49,_Z,1,A
2011,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,17.38,_Z,1,A
2011,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),83,PU300,PU300 : Bouwnijverheid,2,dispq2,Mediaan (Q2),2,A,Verkort,26.8,_Z,1,A
2011,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),2,dispq2,Mediaan (Q2),2,A,Verkort,18.65,_Z,1,A
2011,1,R001,1. Brutoverkoopmarge (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,7786.0,_Z,1,A
2011,1,R001,1. Brutoverkoopmarge (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,57065.0,_Z,1,A
2011,2,R002,2. Nettoverkoopmarge (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,7786.0,_Z,1,A
2011,2,R002,2. Nettoverkoopmarge (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,57066.0,_Z,1,A
2011,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,7945.0,_Z,1,A
2011,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,59077.0,_Z,1,A
2011,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,20333.0,EUR,1,A
2011,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,123951.0,EUR,1,A
2011,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,40798.0,_Z,1,A
2011,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,325922.0,_Z,1,A
2011,6,R006,6. Personeelskosten / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,23235.0,_Z,1,A
2011,6,R006,6. Personeelskosten / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,139527.0,_Z,1,A
2011,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,37102.0,_Z,1,A
2011,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,286504.0,_Z,1,A
2011,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,38136.0,_Z,1,A
2011,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,298428.0,_Z,1,A
2011,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,37895.0,_Z,1,A
2011,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,292012.0,_Z,1,A
2011,11,R010,10. Cashflow / Eigen vermogen (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,37895.0,_Z,1,A
2011,11,R010,10. Cashflow / Eigen vermogen (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,292016.0,_Z,1,A
2011,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,42908.0,_Z,1,A
2011,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,349362.0,_Z,1,A
2011,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,42908.0,_Z,1,A
2011,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,349354.0,_Z,1,A
2011,16,R013,13. Liquiditeit in ruime zin,83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,42654.0,_Z,1,A
2011,16,R013,13. Liquiditeit in ruime zin,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,345837.0,_Z,1,A
2011,17,R014,14. Liquiditeit in enge zin,83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,42603.0,_Z,1,A
2011,17,R014,14. Liquiditeit in enge zin,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,344540.0,_Z,1,A
2011,22,R019,17. Aantal dagen klantenkrediet,83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,7262.0,_Z,1,A
2011,22,R019,17. Aantal dagen klantenkrediet,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,44124.0,_Z,1,A
2011,23,R020,18. Aantal dagen leverancierskrediet,83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,7842.0,_Z,1,A
2011,23,R020,18. Aantal dagen leverancierskrediet,226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,55246.0,_Z,1,A
2011,24,R021,19. Financiële onafhankelijkheidsgraad (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,42963.0,_Z,1,A
2011,24,R021,19. Financiële onafhankelijkheidsgraad (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,349900.0,_Z,1,A
2011,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,31821.0,_Z,1,A
2011,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,225686.0,_Z,1,A
2011,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),83,PU300,PU300 : Bouwnijverheid,3,dispnb,Aantal ondernemingen,2,A,Verkort,30012.0,_Z,1,A
2011,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),3,dispnb,Aantal ondernemingen,2,A,Verkort,217409.0,_Z,1,A
2011,1,R001,1. Brutoverkoopmarge (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,7.21,_Z,1,A
2011,1,R001,1. Brutoverkoopmarge (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,8.21,_Z,1,A
2011,2,R002,2. Nettoverkoopmarge (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,3.98,_Z,1,A
2011,2,R002,2. Nettoverkoopmarge (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,4.79,_Z,1,A
2011,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,23.57,_Z,1,A
2011,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,19.86,_Z,1,A
2011,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,64042.24,EUR,1,A
2011,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,87465.63,EUR,1,A
2011,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,28.94,_Z,1,A
2011,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,36.12,_Z,1,A
2011,6,R006,6. Personeelskosten / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,70.15,_Z,1,A
2011,6,R006,6. Personeelskosten / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,60.64,_Z,1,A
2011,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,18.58,_Z,1,A
2011,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,18.67,_Z,1,A
2011,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),83,PU300,PU300 : Bouwnijverheid,1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,8.55,_Z,1,A
2011,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),226,PU450,PU450 : Geheel van de sectoren (Stat. jaarrekeningen verenigingen),1,dispg,Gewogen gemiddelde,4,T,Volledig + Verkort + Micro,29.88,_Z,1,A
