year,scheme_order,scheme_code,scheme_label_nl,dispersion_order,dispersion_code,dispersion_label_nl,ratio_order,ratio_code,ratio_label_nl,unit_measure,decimals,value_pu300,value_pu450,difference_pu300_minus_pu450,ratio_pu300_div_pu450
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,10.78,9.1,1.6799999999999997,1.1846153846153846
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,7.57,7.48,0.08999999999999986,1.0120320855614973
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,4.66,5.43,-0.7699999999999996,0.858195211786372
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,16,R013,13. Liquiditeit in ruime zin,_Z,1,1.38,1.43,-0.050000000000000044,0.965034965034965
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,17,R014,14. Liquiditeit in enge zin,_Z,1,0.98,1.3,-0.32000000000000006,0.7538461538461538
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,22,R019,17. Aantal dagen klantenkrediet,_Z,1,89.61,60.77,28.839999999999996,1.4745762711864405
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,23,R020,18. Aantal dagen leverancierskrediet,_Z,1,98.08,63.88,34.199999999999996,1.5353788353162179
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,48.24,51.79,-3.549999999999997,0.9314539486387334
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,31.3,26.1,5.199999999999999,1.1992337164750957
2012,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,15.38,17.84,-2.459999999999999,0.8621076233183858
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),1,R001,1. Brutoverkoopmarge (%),_Z,1,8.84,10.04,-1.1999999999999993,0.8804780876494025
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),2,R002,2. Nettoverkoopmarge (%),_Z,1,3.73,4.05,-0.31999999999999984,0.9209876543209877
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,23.21,25.63,-2.419999999999998,0.905579399141631
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,57623.95,64022.55,-6398.600000000006,0.900057089259956
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,44.76,31.26,13.499999999999996,1.4318618042226485
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,64.93,59.61,5.320000000000007,1.0892467706760611
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,21.98,24.97,-2.9899999999999984,0.8802563075690829
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),9,R008A,8. Financiële kosten / Toegevoegde waarde (%),_Z,1,4.63,5.91,-1.2800000000000002,0.7834179357021996
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,9.02,8.9,0.11999999999999922,1.0134831460674156
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,31.33,26.78,4.549999999999997,1.1699029126213591
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,13.85,12.21,1.6399999999999988,1.1343161343161343
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,5.77,5.58,0.1899999999999995,1.0340501792114694
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),16,R013,13. Liquiditeit in ruime zin,_Z,1,1.42,1.28,0.1399999999999999,1.109375
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),17,R014,14. Liquiditeit in enge zin,_Z,1,1.2,1.06,0.1399999999999999,1.1320754716981132
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),22,R019,17. Aantal dagen klantenkrediet,_Z,1,48.0,35.04,12.96,1.36986301369863
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),23,R020,18. Aantal dagen leverancierskrediet,_Z,1,43.47,36.57,6.899999999999999,1.1886792452830188
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,33.23,33.94,-0.7100000000000009,0.9790807307012375
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,16.21,14.48,1.7300000000000004,1.119475138121547
2012,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,23.16,16.86,6.300000000000001,1.3736654804270463
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,1,R001,1. Brutoverkoopmarge (%),_Z,1,9697.0,79079.0,-69382.0,0.12262421123180617
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,2,R002,2. Nettoverkoopmarge (%),_Z,1,9697.0,79081.0,-69384.0,0.12262111000113807
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,10026.0,82879.0,-72853.0,0.12097153681873575
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,21426.0,138470.0,-117044.0,0.15473387737416047
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,43415.0,351791.0,-308376.0,0.12341134366712053
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,24199.0,153896.0,-129697.0,0.15724255341269427
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,39003.0,309685.0,-270682.0,0.12594410449327542
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),_Z,1,40307.0,323928.0,-283621.0,0.12443197253710701
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,40497.0,320358.0,-279861.0,0.12641170190848988
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,40497.0,320358.0,-279861.0,0.12641170190848988
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,46016.0,380118.0,-334102.0,0.12105714541274025
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,46016.0,380113.0,-334097.0,0.12105873779639213
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,16,R013,13. Liquiditeit in ruime zin,_Z,1,45717.0,376182.0,-330465.0,0.12152894077866565
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,17,R014,14. Liquiditeit in enge zin,_Z,1,45652.0,374820.0,-329168.0,0.12179712928872526
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,22,R019,17. Aantal dagen klantenkrediet,_Z,1,9697.0,79079.0,-69382.0,0.12262421123180617
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,23,R020,18. Aantal dagen leverancierskrediet,_Z,1,10460.0,86827.0,-76367.0,0.12046943922973269
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,46072.0,380644.0,-334572.0,0.12103697943485252
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,33160.0,241527.0,-208367.0,0.13729313906933802
2012,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,31676.0,234433.0,-202757.0,0.1351174962569263
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,1,R001,1. Brutoverkoopmarge (%),_Z,1,7.71,6.81,0.9000000000000004,1.1321585903083702
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,2,R002,2. Nettoverkoopmarge (%),_Z,1,4.94,3.31,1.6300000000000003,1.4924471299093656
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,24.2,19.13,5.07,1.265028750653424
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,78123.71,99721.39,-21597.679999999993,0.7834197858653996
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,17.54,34.26,-16.72,0.5119673088149446
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,69.82,62.24,7.579999999999991,1.1217866323907453
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,18.14,19.21,-1.0700000000000003,0.9442998438313378
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,8,R008C,8. Kosten van de schulden / Toegevoegde waarde (%),_Z,1,6.42,14.27,-7.85,0.4498948843728101
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,3.09,4.22,-1.13,0.7322274881516587
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,6.58,7.52,-0.9399999999999995,0.8750000000000001
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,12,R011C,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,5.03,5.15,-0.1200000000000001,0.9766990291262135
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,14,R012C,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,3.03,3.46,-0.43000000000000016,0.8757225433526011
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,16,R013,13. Liquiditeit in ruime zin,_Z,1,1.37,1.4,-0.029999999999999805,0.9785714285714288
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,17,R014,14. Liquiditeit in enge zin,_Z,1,1.04,1.29,-0.25,0.8062015503875969
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,18,R015,"15.1 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (voor alle sectoren uitgezonderd de bouwnijverheid)",_Z,1,,11.0,,
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,19,R016,"15.2 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (enkel voor de sector van de bouwnijverheid)",_Z,1,20.7,12.74,7.959999999999999,1.6248037676609104
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,20,R017,16.1 Rotatie van de voorraad goederen in bewerking en gereed product (voor alle sectoren uitgezonderd de bouwnijverheid),_Z,1,,36.41,,
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,21,R018,16.2 Rotatie van de voorraad goederen in bewerking en gereed product (enkel voor de sector van de bouwnijverheid),_Z,1,5.67,27.9,-22.229999999999997,0.20322580645161292
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,22,R019,17. Aantal dagen klantenkrediet,_Z,1,83.04,55.12,27.92000000000001,1.5065312046444124
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,23,R020,18. Aantal dagen leverancierskrediet,_Z,1,87.05,56.28,30.769999999999996,1.546730632551528
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,57.05,51.34,5.709999999999994,1.1112193221659523
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,41.62,25.07,16.549999999999997,1.6601515755883525
2013,1,C,Volledig,1,dispg,Gewogen gemiddelde,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,13.69,20.12,-6.4300000000000015,0.680417495029821
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),1,R001,1. Brutoverkoopmarge (%),_Z,1,5.77,5.96,-0.1900000000000004,0.9681208053691275
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),2,R002,2. Nettoverkoopmarge (%),_Z,1,3.2,3.05,0.15000000000000036,1.0491803278688525
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,28.77,28.2,0.5700000000000003,1.020212765957447
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,64606.72,79397.76,-14791.039999999994,0.8137096059133155
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,82.4,59.16,23.24000000000001,1.3928329952670726
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,79.09,72.69,6.400000000000006,1.0880451231256019
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,8.26,10.38,-2.120000000000001,0.7957610789980731
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),8,R008C,8. Kosten van de schulden / Toegevoegde waarde (%),_Z,1,1.98,2.86,-0.8799999999999999,0.6923076923076923
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,5.42,5.18,0.2400000000000002,1.0463320463320465
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,14.71,13.34,1.370000000000001,1.1026986506746628
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),12,R011C,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,5.91,6.38,-0.46999999999999975,0.9263322884012539
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),14,R012C,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,3.01,3.37,-0.3600000000000003,0.8931750741839761
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),16,R013,13. Liquiditeit in ruime zin,_Z,1,1.35,1.31,0.040000000000000036,1.0305343511450382
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),17,R014,14. Liquiditeit in enge zin,_Z,1,1.07,1.09,-0.020000000000000018,0.981651376146789
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),18,R015,"15.1 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (voor alle sectoren uitgezonderd de bouwnijverheid)",_Z,1,,7.32,,
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),19,R016,"15.2 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (enkel voor de sector van de bouwnijverheid)",_Z,1,29.61,29.61,0.0,1.0
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),20,R017,16.1 Rotatie van de voorraad goederen in bewerking en gereed product (voor alle sectoren uitgezonderd de bouwnijverheid),_Z,1,,19.64,,
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),21,R018,16.2 Rotatie van de voorraad goederen in bewerking en gereed product (enkel voor de sector van de bouwnijverheid),_Z,1,13.87,13.87,0.0,1.0
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),22,R019,17. Aantal dagen klantenkrediet,_Z,1,62.38,47.41,14.970000000000006,1.315756169584476
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),23,R020,18. Aantal dagen leverancierskrediet,_Z,1,73.48,55.08,18.400000000000006,1.3340595497458243
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,30.55,37.25,-6.699999999999999,0.8201342281879195
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,5.53,5.63,-0.09999999999999964,0.9822380106571936
2013,1,C,Volledig,2,dispq2,Mediaan (Q2),26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,21.69,17.62,4.07,1.2309875141884223
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,1,R001,1. Brutoverkoopmarge (%),_Z,1,1684.0,21921.0,-20237.0,0.07682131289630947
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,2,R002,2. Nettoverkoopmarge (%),_Z,1,1684.0,21920.0,-20236.0,0.07682481751824817
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,1699.0,21961.0,-20262.0,0.07736441874231592
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,1131.0,15823.0,-14692.0,0.07147822789610062
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,1512.0,20140.0,-18628.0,0.07507447864945382
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,1160.0,16123.0,-14963.0,0.07194690814364572
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,1356.0,18494.0,-17138.0,0.07332107710608846
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,8,R008C,8. Kosten van de schulden / Toegevoegde waarde (%),_Z,1,1378.0,17488.0,-16110.0,0.07879688929551693
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,1674.0,21712.0,-20038.0,0.07710022107590273
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,1674.0,21712.0,-20038.0,0.07710022107590273
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,12,R011C,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,1850.0,23999.0,-22149.0,0.0770865452727197
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,14,R012C,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,1850.0,23998.0,-22148.0,0.07708975747978998
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,16,R013,13. Liquiditeit in ruime zin,_Z,1,1843.0,23825.0,-21982.0,0.07735571878279118
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,17,R014,14. Liquiditeit in enge zin,_Z,1,1835.0,23727.0,-21892.0,0.07733805369410376
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,18,R015,"15.1 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (voor alle sectoren uitgezonderd de bouwnijverheid)",_Z,1,,7943.0,,
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,19,R016,"15.2 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (enkel voor de sector van de bouwnijverheid)",_Z,1,824.0,824.0,0.0,1.0
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,20,R017,16.1 Rotatie van de voorraad goederen in bewerking en gereed product (voor alle sectoren uitgezonderd de bouwnijverheid),_Z,1,,2164.0,,
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,21,R018,16.2 Rotatie van de voorraad goederen in bewerking en gereed product (enkel voor de sector van de bouwnijverheid),_Z,1,736.0,736.0,0.0,1.0
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,22,R019,17. Aantal dagen klantenkrediet,_Z,1,1714.0,22082.0,-20368.0,0.07761978081695499
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,23,R020,18. Aantal dagen leverancierskrediet,_Z,1,1850.0,23857.0,-22007.0,0.07754537452320073
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,1847.0,23972.0,-22125.0,0.07704822292674787
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,1142.0,15114.0,-13972.0,0.07555908429270874
2013,1,C,Volledig,3,dispnb,Aantal ondernemingen,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,1160.0,15316.0,-14156.0,0.07573779054583442
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,1,R001,1. Brutoverkoopmarge (%),_Z,1,9.27,10.48,-1.2100000000000009,0.8845419847328243
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,2,R002,2. Nettoverkoopmarge (%),_Z,1,4.29,5.14,-0.8499999999999996,0.8346303501945526
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,27.04,24.87,2.169999999999998,1.087253719340571
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,58840.4,65162.07,-6321.669999999998,0.9029854330901398
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,42.2,28.8,13.400000000000002,1.465277777777778
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,68.63,62.49,6.1399999999999935,1.0982557209153463
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,17.94,22.32,-4.379999999999999,0.8037634408602151
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),_Z,1,6.91,9.85,-2.9399999999999995,0.701522842639594
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,8.34,8.3,0.03999999999999915,1.0048192771084337
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,23.57,17.55,6.02,1.343019943019943
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,11.07,10.57,0.5,1.0473036896877956
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,6.12,6.62,-0.5,0.9244712990936556
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,16,R013,13. Liquiditeit in ruime zin,_Z,1,1.33,1.21,0.1200000000000001,1.0991735537190084
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,17,R014,14. Liquiditeit in enge zin,_Z,1,0.92,0.98,-0.05999999999999994,0.9387755102040817
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,22,R019,17. Aantal dagen klantenkrediet,_Z,1,68.22,50.88,17.339999999999996,1.3408018867924527
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,23,R020,18. Aantal dagen leverancierskrediet,_Z,1,67.53,63.4,4.130000000000003,1.0651419558359623
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,32.29,42.57,-10.280000000000001,0.7585153864223632
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,26.08,32.93,-6.850000000000001,0.7919829942301851
2013,2,A,Verkort,1,dispg,Gewogen gemiddelde,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,22.5,16.62,5.879999999999999,1.3537906137184115
2013,2,A,Verkort,2,dispq2,Mediaan (Q2),1,R001,1. Brutoverkoopmarge (%),_Z,1,8.66,10.65,-1.9900000000000002,0.8131455399061033
2013,2,A,Verkort,2,dispq2,Mediaan (Q2),2,R002,2. Nettoverkoopmarge (%),_Z,1,3.35,3.86,-0.5099999999999998,0.8678756476683939
2013,2,A,Verkort,2,dispq2,Mediaan (Q2),3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,20.59,23.7,-3.1099999999999994,0.8687763713080169
2013,2,A,Verkort,2,dispq2,Mediaan (Q2),4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,56611.75,62213.16,-5601.4100000000035,0.9099642262183756
2013,2,A,Verkort,2,dispq2,Mediaan (Q2),5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,40.54,28.98,11.559999999999999,1.398895790200138
2013,2,A,Verkort,2,dispq2,Mediaan (Q2),6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,64.64,58.12,6.520000000000003,1.1121816930488644
2013,2,A,Verkort,2,dispq2,Mediaan (Q2),7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,23.35,25.94,-2.59,0.900154202004626
2013,2,A,Verkort,2,dispq2,Mediaan (Q2),9,R008A,8. Financiële kosten / Toegevoegde waarde (%),_Z,1,4.75,5.71,-0.96,0.8318739054290718
