year,ratio_code,ratio_label_nl,sector_code,sector_label_nl,sector_short_label,value
2022,R014,14. Liquiditeit in enge zin,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,0.92
2009,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,0.98
2010,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.06
2011,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.15
2012,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.06
2013,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,0.94
2014,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.01
2015,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,0.89
2016,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.01
2017,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.06
2018,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.09
2019,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.05
2020,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.12
2021,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.11
2022,R014,14. Liquiditeit in enge zin,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,1.1
2009,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.66
2010,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.4
2011,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.7
2012,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.56
2013,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.4
2014,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.5
2015,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.54
2016,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.37
2017,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.27
2018,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.17
2019,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.18
2020,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.22
2021,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.16
2022,R014,14. Liquiditeit in enge zin,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,1.15
2009,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.15
2010,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.29
2011,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.28
2012,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.43
2013,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.44
2014,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.25
2015,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.22
2016,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.13
2017,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.4
2018,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.28
2019,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.44
2020,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.25
2021,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.16
2022,R014,14. Liquiditeit in enge zin,PU405,PU405 : Activiteiten van holdings,Holdings,1.15
2009,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.14
2010,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.14
2011,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.09
2012,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.13
2013,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.1
2014,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.14
2015,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.08
2016,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.04
2017,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.11
2018,R014,14. Liquiditeit in enge zin,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,1.09
2009,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.7
2010,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.53
2011,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.46
2012,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.63
2013,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.53
2014,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.61
2015,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.79
2016,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.86
2017,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.88
2018,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.91
2019,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.96
2020,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,2.08
2021,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.96
2022,R014,14. Liquiditeit in enge zin,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,1.88
2009,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,68.62
2010,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,71.39
2011,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,71.07
2012,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,66.47
2013,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,73.84
2014,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,75.12
2015,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,53.58
2016,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,56.17
2017,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,70.85
2018,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,71.61
2019,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,68.62
2020,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,60.68
2021,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,59.04
2022,R019,17. Aantal dagen klantenkrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,56.54
2009,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,51.98
2010,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,40.04
2011,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,50.04
2012,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,49.28
2013,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,40.52
2014,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,36.57
2015,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,42.49
2016,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,47.82
2017,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,47.05
2018,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,46.5
2019,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,57.6
2020,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,53.62
2021,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,0.0
2022,R019,17. Aantal dagen klantenkrediet,PU220,PU220 : Energie- en waterhuishouding,Energie en water,0.0
2009,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,57.74
2010,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,55.15
2011,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,49.93
2012,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,49.97
2013,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,51.57
2014,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,50.3
2015,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,52.34
2016,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,55.37
2017,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,56.68
2018,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,56.72
2019,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,54.64
2020,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,57.53
2021,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,59.41
2022,R019,17. Aantal dagen klantenkrediet,PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,55.27
2009,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,87.93
2010,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,89.75
2011,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,96.1
2012,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,89.61
2013,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,91.58
2014,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,95.48
2015,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,94.94
2016,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,96.62
2017,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,94.64
2018,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,101.43
2019,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,95.02
2020,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,94.01
2021,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,94.43
2022,R019,17. Aantal dagen klantenkrediet,PU300,PU300 : Bouwnijverheid,Bouwnijverheid,92.72
2009,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,45.19
2010,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,46.43
2011,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,44.57
2012,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,44.42
2013,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,43.8
2014,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,42.38
2015,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,43.03
2016,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,47.71
2017,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,48.22
2018,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,46.87
2019,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,50.61
2020,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,49.46
2021,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,51.21
2022,R019,17. Aantal dagen klantenkrediet,PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,47.68
2009,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,39.49
2010,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,32.63
2011,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,31.21
2012,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,30.33
2013,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,33.18
2014,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,31.79
2015,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,32.81
2016,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,35.66
2017,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,36.24
2018,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,36.14
2019,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,39.1
2020,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,45.28
2021,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,53.42
2022,R019,17. Aantal dagen klantenkrediet,PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,52.45
2009,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,57.96
2010,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,60.81
2011,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,60.66
2012,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,59.6
2013,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,56.39
2014,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,62.49
2015,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,57.89
2016,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,62.23
2017,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,61.72
2018,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,68.22
2019,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,65.96
2020,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,68.5
2021,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,75.48
2022,R019,17. Aantal dagen klantenkrediet,PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,66.5
2009,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,108.15
2010,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,109.72
2011,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,112.57
2012,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,103.0
2013,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,103.26
2014,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,101.4
2015,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,98.48
2016,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,98.55
2017,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,88.22
2018,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,90.67
2019,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,77.77
2020,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,81.75
2021,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,82.15
2022,R019,17. Aantal dagen klantenkrediet,PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,77.91
2009,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,77.31
2010,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,98.29
2011,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,48.98
2012,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,52.34
2013,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,51.21
2014,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,35.41
2015,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,59.06
2016,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,53.76
2017,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,55.66
2018,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,29.53
2019,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,32.59
2020,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,50.26
2021,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,63.97
2022,R019,17. Aantal dagen klantenkrediet,PU405,PU405 : Activiteiten van holdings,Holdings,53.74
2009,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,27.16
2010,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,31.46
2011,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,30.84
2012,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,31.83
2013,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,29.24
2014,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,27.41
2015,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,20.11
2016,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,20.77
2017,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,26.39
2018,R019,17. Aantal dagen klantenkrediet,PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,28.14
2009,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,62.38
2010,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,60.52
2011,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,64.71
2012,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,63.15
2013,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,68.11
2014,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,68.51
2015,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,70.52
2016,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,73.18
2017,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,69.93
2018,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,74.53
2019,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,71.82
2020,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,73.41
2021,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,75.5
2022,R019,17. Aantal dagen klantenkrediet,PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,77.35
2009,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,62.67
2010,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,64.61
2011,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,64.79
2012,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,62.56
2013,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,61.47
2014,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,67.09
2015,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,60.55
2016,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,66.76
2017,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,66.1
2018,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,66.39
2019,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,67.36
2020,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,65.49
2021,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,64.68
2022,R020,18. Aantal dagen leverancierskrediet,PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,64.53
