year,ratio_code,ratio_label_nl,sector_code,sector_label_nl,sector_short_label,value
2020,R004,4.Toegevoegde waarde per personeelslid (in EUR),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,68654.84
2021,R004,4.Toegevoegde waarde per personeelslid (in EUR),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,73613.11
2022,R004,4.Toegevoegde waarde per personeelslid (in EUR),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,74244.14
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,47.56
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,42.69
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,46.14
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,44.5
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,46.83
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,47.19
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,44.9
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,45.51
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,44.34
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,46.26
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,46.16
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,44.85
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,45.18
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,45.64
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,40.44
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,38.76
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,41.52
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,42.47
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,42.9
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,46.84
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,44.75
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,44.03
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,45.31
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,53.54
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,47.66
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,46.91
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,39.21
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,33.26
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,62.99
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,58.68
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,60.72
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,61.65
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,61.68
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,59.81
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,57.65
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,54.68
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,54.99
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,54.82
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,54.76
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,54.78
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,52.59
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,49.88
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,69.8
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,69.31
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,70.15
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,70.14
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,69.01
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,70.99
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,69.8
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,69.7
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,69.53
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,69.73
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,68.65
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,68.33
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,66.87
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,66.44
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,60.57
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,56.1
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,56.51
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,59.01
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,59.19
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,59.63
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,57.92
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,55.44
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,55.56
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,56.75
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,54.95
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,54.56
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,50.55
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,48.56
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,75.01
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,72.01
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,71.95
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,74.18
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,74.38
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,72.92
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,72.28
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,73.45
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,73.22
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,71.98
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,70.55
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,77.45
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,66.52
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU320,"PU320 : Verblijfsaccommodaties, restaurants en cafés",Horeca,70.54
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,62.67
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,60.29
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,61.51
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,61.19
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,63.51
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,65.82
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,63.21
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,61.09
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,61.38
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,60.0
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,58.82
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,70.4
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,65.01
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU330,PU330 : Vervoer en telecommunicatie,Vervoer en telecom,64.99
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,64.41
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,63.67
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,63.96
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,63.95
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,62.86
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,62.52
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,62.64
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,60.48
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,61.28
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,60.72
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,60.67
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,60.06
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,59.02
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU340,PU340 : Diensten aan ondernemingen en particulieren,Diensten,60.87
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,72.31
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,58.96
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,66.42
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,65.46
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,61.17
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,61.06
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,67.5
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,58.35
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,47.1
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,56.8
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,58.66
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,64.27
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,66.2
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU405,PU405 : Activiteiten van holdings,Holdings,65.35
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,32.3
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,32.43
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,34.31
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,37.47
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,39.4
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,39.54
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,42.87
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,43.08
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,42.83
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU409,"PU409 : Kunst, amusement en recreatie",Kunst en recreatie,44.62
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,64.21
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,65.78
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,67.19
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,67.71
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,68.68
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,68.38
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,68.02
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,68.61
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,69.97
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,69.82
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,70.98
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,68.89
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,67.38
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),PU410,PU410 : Gezondheidszorg en maatschappelijke dienstverlening,Gezondheidszorg,71.63
2009,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,26.37
2010,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,29.77
2011,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,26.04
2012,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,27.87
2013,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,26.49
2014,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,21.92
2015,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,23.85
2016,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,25.78
2017,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,24.09
2018,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,23.36
2019,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,24.77
2020,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,21.84
2021,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,21.18
2022,R010,10. Cashflow / Eigen vermogen (%),PU210,"PU210 : Landbouw, jacht, bosbouw en visserij",Landbouw,23.46
2009,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,20.37
2010,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,18.99
2011,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,23.22
2012,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,12.2
2013,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,10.61
2014,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,8.21
2015,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,6.84
2016,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,6.29
2017,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,8.98
2018,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,14.65
2019,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,22.44
2020,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,9.31
2021,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,9.6
2022,R010,10. Cashflow / Eigen vermogen (%),PU220,PU220 : Energie- en waterhuishouding,Energie en water,11.34
2009,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,19.49
2010,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,16.97
2011,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,15.02
2012,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,15.75
2013,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,12.18
2014,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,13.16
2015,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,13.66
2016,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,14.33
2017,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,12.72
2018,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,24.36
2019,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,17.63
2020,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,14.91
2021,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,17.17
2022,R010,10. Cashflow / Eigen vermogen (%),PU290,PU290 : Geheel van de verwerkende industrie,Verwerkende industrie,18.57
2009,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,3.64
2010,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,11.05
2011,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,11.61
2012,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,10.78
2013,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,10.01
2014,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,10.5
2015,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,17.99
2016,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,16.9
2017,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,15.88
2018,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,18.91
2019,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,18.18
2020,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,17.19
2021,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,18.39
2022,R010,10. Cashflow / Eigen vermogen (%),PU300,PU300 : Bouwnijverheid,Bouwnijverheid,18.95
2009,R010,10. Cashflow / Eigen vermogen (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,16.81
2010,R010,10. Cashflow / Eigen vermogen (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,15.47
2011,R010,10. Cashflow / Eigen vermogen (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,15.62
2012,R010,10. Cashflow / Eigen vermogen (%),PU310,PU310 : Handel en reparatie van auto's en consumptieartikelen,Handel en reparatie,14.91
