year,ratio_code,ratio_label_nl,sector_code,sector_label_nl,sector_short_label,value
2017,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,68227.26
2018,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,70296.91
2019,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,73633.81
2020,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,74341.84
2021,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,80517.89
2022,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,86318.94
2009,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,52773.8
2010,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,51133.87
2011,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,56841.74
2012,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,56482.65
2013,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,54636.69
2014,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,57577.62
2015,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,57396.13
2016,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,59324.66
2017,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,58851.85
2018,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,64804.97
2019,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,67710.37
2020,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,70518.07
2021,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,69038.72
2022,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,77282.48
2009,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,59516.6
2010,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,59147.71
2011,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,64188.62
2012,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,64922.65
2013,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,63583.54
2014,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,64513.13
2015,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,65578.07
2016,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,65664.92
2017,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,65627.5
2018,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,68357.05
2019,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,71494.68
2020,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,71252.01
2021,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,75646.8
2022,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,81297.43
2009,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,58770.07
2010,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,60492.38
2011,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,61842.38
2012,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,62930.8
2013,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,64076.77
2014,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,64815.31
2015,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,64774.9
2016,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,65938.39
2017,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,66483.08
2018,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,68404.64
2019,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,71017.2
2020,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,68564.1
2021,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,74536.08
2022,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,77694.41
2009,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,59806.55
2010,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,60741.28
2011,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,61765.47
2012,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,61842.03
2013,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,62330.82
2014,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,63233.56
2015,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,64018.69
2016,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,64998.51
2017,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,66190.67
2018,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,68269.9
2019,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,72447.59
2020,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,71338.53
2021,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,75717.03
2022,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,80954.41
2011,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,54856.86
2012,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,56064.99
2013,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,56925.14
2014,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,58270.32
2015,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,61228.68
2016,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,63499.19
2017,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,65364.29
2018,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,66080.57
2019,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,68935.57
2020,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,0.0
2021,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,0.0
2022,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,0.0
2009,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,50788.25
2010,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,49921.41
2011,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,51367.55
2012,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,50654.76
2013,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,51088.84
2014,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,54389.65
2015,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,53222.27
2016,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,54806.29
2017,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,56205.28
2018,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,59376.49
2019,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,61900.32
2020,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,59722.88
2021,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,64360.59
2022,R004,4.Toegevoegde waarde per personeelslid (in EUR),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,68983.9
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,73.24
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,71.41
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,75.24
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,75.6
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,76.34
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,75.71
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,75.3
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,72.74
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,73.01
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,73.67
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,72.66
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,71.69
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,68.87
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,68.27
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,68.92
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,70.17
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,68.37
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,70.23
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,71.31
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,71.56
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,71.45
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,69.49
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,72.04
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,69.69
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,67.89
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,65.99
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,67.1
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4522,DE4522 : Dakbedekking en bouw van dakconstructies,Dakbedekking,64.37
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,72.59
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,74.24
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,69.99
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,73.34
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,75.76
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,75.5
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,74.29
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,74.72
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,74.89
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,74.31
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,72.41
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,71.62
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,72.15
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4531,DE4531 : Elektrische installatie,Elektrische installatie,70.25
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,76.16
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,75.23
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,74.8
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,75.7
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,75.57
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,76.13
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,76.92
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,76.09
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,76.93
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,76.48
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,76.42
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,75.25
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,74.35
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4533,DE4533 : Loodgieterswerk,Loodgieterswerk,75.14
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,68.49
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,68.62
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,69.6
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,71.72
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,72.36
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,71.9
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,71.88
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,71.61
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,72.1
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,71.89
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,69.44
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,67.86
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,67.36
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4542,DE4542 : Schrijnwerk,Schrijnwerk,67.22
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,71.11
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,71.23
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,71.93
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,71.09
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,69.47
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,67.06
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,66.35
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,67.31
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,66.96
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,0.0
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,0.0
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4543,DE4543 : Vloerafwerking en wandbekleding,Vloer- en wandafwerking,0.0
2009,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,74.08
2010,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,75.71
2011,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,75.56
2012,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,77.03
2013,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,77.08
2014,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,78.05
2015,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,76.85
2016,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,75.77
2017,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,75.2
2018,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,75.54
2019,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,74.12
2020,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,73.56
2021,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,70.07
2022,R006,6. Personeelskosten / Toegevoegde waarde (%),DE4544,DE4544 : Schilderen en glaszetten,Schilderen en glaszetten,70.67
2009,R010,10. Cashflow / Eigen vermogen (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,22.96
2010,R010,10. Cashflow / Eigen vermogen (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,21.46
2011,R010,10. Cashflow / Eigen vermogen (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,20.52
2012,R010,10. Cashflow / Eigen vermogen (%),DE4521,DE4521 : Burgerlijke en utiliteitsbouw; constructie van bruggen en tunnels; civieltechnische werken ten behoeve van nutsbedirjven,Burgerlijke en utiliteitsbouw,16.83
