CD_REFNIS,CD_SUP_REFNIS,TX_REFNIS_NL,Huizen_totaal_2025,Appartementen_2025,Woningen_Nieuwbouw_2019sep-2022aug,Woningen_Nieuwbouw_2022sep-2025aug,Woningen_Nieuwbouw_pct_verschil_36m,Gebouwen_Renovatie_2019sep-2022aug,Gebouwen_Renovatie_2022sep-2025aug,Gebouwen_Renovatie_pct_verschil_36m,HH_available,hh_1_2025,hh_2_2025,hh_3_2025,hh_4+_2025,hh_1_pct_toename,hh_2_pct_toename,hh_3_pct_toename,hh_4+_pct_toename,hh_1_abs_toename,hh_2_abs_toename,hh_3_abs_toename,hh_4+_abs_toename
11025,11000,Lint,2606,1053,108.0,103.0,-4.63,84.0,72.0,-14.29,True,925.0,1332.0,527.0,757.0,13.51,-8.48,0.76,2.91,125.0,-113.0,4.0,22.0
11029,11000,Mortsel,7142,5153,252.0,176.0,-30.16,327.0,271.0,-17.13,True,4213.0,3619.0,1515.0,2311.0,5.41,7.9,10.43,9.3,228.0,286.0,158.0,215.0
11030,11000,Niel,3354,1336,121.0,162.0,33.88,79.0,71.0,-10.13,True,1492.0,1465.0,699.0,967.0,23.93,19.25,8.01,3.1,357.0,282.0,56.0,30.0
11035,11000,Ranst,6727,1823,339.0,333.0,-1.77,189.0,157.0,-16.93,True,2460.0,3175.0,1131.0,1690.0,19.43,4.91,3.8,7.99,478.0,156.0,43.0,135.0
11037,11000,Rumst,5378,1213,227.0,139.0,-38.77,164.0,143.0,-12.8,True,1757.0,2392.0,892.0,1381.0,11.33,4.22,8.52,0.36,199.0,101.0,76.0,5.0
11038,11000,Schelle,2807,952,80.0,129.0,61.25,56.0,53.0,-5.36,True,1067.0,1311.0,522.0,777.0,6.65,-1.75,11.88,12.36,71.0,-23.0,62.0,96.0
11039,11000,Schilde,7164,1638,549.0,349.0,-36.43,270.0,247.0,-8.52,True,2201.0,3314.0,1184.0,1794.0,6.04,-6.97,9.04,22.46,133.0,-231.0,107.0,403.0
11040,11000,Schoten,10118,5282,488.0,302.0,-38.11,423.0,339.0,-19.86,True,4579.0,5268.0,1969.0,2871.0,5.31,-1.21,2.64,6.86,243.0,-64.0,52.0,197.0
11044,11000,Stabroek,5762,2624,307.0,296.0,-3.58,122.0,76.0,-37.7,True,2506.0,3005.0,1223.0,1521.0,16.64,1.63,-1.31,3.09,417.0,49.0,-16.0,47.0
11050,11000,Wijnegem,2839,1762,108.0,96.0,-11.11,98.0,101.0,3.06,True,1363.0,1619.0,633.0,895.0,13.35,8.03,10.58,22.01,182.0,130.0,67.0,197.0
11052,11000,Wommelgem,3772,1923,162.0,165.0,1.85,100.0,106.0,6.0,True,1581.0,1991.0,762.0,1187.0,12.78,0.45,20.47,6.91,202.0,9.0,156.0,82.0
11053,11000,Wuustwezel,7119,1914,521.0,482.0,-7.49,135.0,118.0,-12.59,True,2590.0,3358.0,1307.0,1952.0,13.59,7.39,14.23,8.2,352.0,248.0,186.0,160.0
11054,11000,Zandhoven,4699,1188,388.0,328.0,-15.46,110.0,67.0,-39.09,True,1642.0,2161.0,760.0,1164.0,7.49,-2.36,11.45,9.28,123.0,-51.0,87.0,108.0
11055,11000,Zoersel,7939,1884,690.0,362.0,-47.54,185.0,150.0,-18.92,True,2710.0,3699.0,1285.0,1908.0,12.69,3.87,10.04,14.36,344.0,143.0,129.0,274.0
11057,11000,Malle,4996,1986,423.0,223.0,-47.28,110.0,99.0,-10.0,True,2102.0,2470.0,954.0,1384.0,20.36,15.26,16.25,9.25,428.0,377.0,155.0,128.0
53014,53000,Boussu,8511,1068,131.0,81.0,-38.17,145.0,90.0,-37.93,False,,,,,,,,,,,,
53020,53000,Dour,7414,427,121.0,81.0,-33.06,125.0,118.0,-5.6,False,,,,,,,,,,,,
53028,53000,Frameries,9270,954,117.0,109.0,-6.84,162.0,136.0,-16.05,False,,,,,,,,,,,,
53039,53000,Hensies,3031,165,47.0,34.0,-27.66,77.0,52.0,-32.47,False,,,,,,,,,,,,
53044,53000,Jurbeke,4479,422,195.0,98.0,-49.74,112.0,75.0,-33.04,False,,,,,,,,,,,,
53046,53000,Lens,1958,105,43.0,29.0,-32.56,34.0,27.0,-20.59,False,,,,,,,,,,,,
53053,53000,Bergen,37110,14839,1007.0,939.0,-6.75,694.0,560.0,-19.31,False,,,,,,,,,,,,
53065,53000,Quaregnon,8240,487,48.0,29.0,-39.58,122.0,70.0,-42.62,False,,,,,,,,,,,,
53068,53000,Quiévrain,2855,360,24.0,21.0,-12.5,68.0,34.0,-50.0,False,,,,,,,,,,,,
53070,53000,Saint-Ghislain,9476,2005,214.0,101.0,-52.8,206.0,150.0,-27.18,False,,,,,,,,,,,,
53082,53000,Colfontaine,8978,575,75.0,99.0,32.0,195.0,146.0,-25.13,False,,,,,,,,,,,,
53083,53000,Honnelles,2410,74,45.0,26.0,-42.22,44.0,30.0,-31.82,False,,,,,,,,,,,,
53084,53000,Quévy,3472,168,79.0,55.0,-30.38,70.0,28.0,-60.0,False,,,,,,,,,,,,
55004,55000,'s Gravenbrakel,7738,2295,175.0,167.0,-4.57,166.0,97.0,-41.57,False,,,,,,,,,,,,
55035,55000,Le Roeulx,3499,458,55.0,24.0,-56.36,73.0,33.0,-54.79,False,,,,,,,,,,,,
55040,55000,Zinnik,10395,2108,261.0,175.0,-32.95,239.0,177.0,-25.94,False,,,,,,,,,,,,
55050,55000,Ecaussinnes,4442,586,138.0,101.0,-26.81,82.0,68.0,-17.07,False,,,,,,,,,,,,
55085,55000,Seneffe,4514,732,90.0,38.0,-57.78,116.0,83.0,-28.45,False,,,,,,,,,,,,
55086,55000,Manage,8827,1446,96.0,70.0,-27.08,154.0,111.0,-27.92,False,,,,,,,,,,,,
33011,33000,Ieper,13465,3324,777.0,594.0,-23.55,431.0,415.0,-3.71,True,5756.0,5619.0,1929.0,2755.0,5.72,-0.93,3.89,4.36,329.0,-52.0,75.0,120.0
33016,33000,Mesen,471,27,10.0,29.0,190.0,6.0,14.0,133.33,True,194.0,145.0,65.0,86.0,26.8,6.21,-16.92,-23.26,52.0,9.0,-11.0,-20.0
33021,33000,Poperinge,8064,1552,467.0,398.0,-14.78,295.0,217.0,-26.44,True,2865.0,3073.0,1057.0,1658.0,9.95,2.31,8.99,-5.85,285.0,71.0,95.0,-97.0
33029,33000,Wervik,7432,985,301.0,207.0,-31.23,197.0,116.0,-41.12,True,2590.0,2907.0,1124.0,1614.0,9.61,2.27,12.63,4.96,249.0,66.0,142.0,80.0
33037,33000,Zonnebeke,4807,522,297.0,286.0,-3.7,136.0,135.0,-0.74,True,1640.0,1915.0,761.0,1094.0,15.79,12.58,3.42,-9.96,259.0,241.0,26.0,-109.0
33039,33000,Heuvelland,3448,167,174.0,131.0,-24.71,128.0,106.0,-17.19,True,1020.0,1252.0,463.0,703.0,6.18,6.87,13.17,1.42,63.0,86.0,61.0,10.0
33040,33000,Langemark-Poelkapelle,3263,295,193.0,179.0,-7.25,89.0,67.0,-24.72,True,904.0,1246.0,477.0,692.0,-0.11,7.95,0.42,-10.12,-1.0,99.0,2.0,-70.0
33041,33000,Vleteren,1470,41,75.0,96.0,28.0,48.0,34.0,-29.17,True,442.0,482.0,217.0,333.0,0.45,9.34,-7.83,-10.81,2.0,45.0,-17.0,-36.0
43002,43000,Assenede,5981,702,289.0,236.0,-18.34,124.0,118.0,-4.84,True,2063.0,2391.0,906.0,1150.0,9.06,4.48,6.62,16.61,187.0,107.0,60.0,191.0
43005,43000,Eeklo,7953,2970,478.0,472.0,-1.26,153.0,161.0,5.23,True,3945.0,3539.0,1316.0,1598.0,15.01,7.63,12.99,15.64,592.0,270.0,171.0,250.0
43007,43000,Kaprijke,2619,358,167.0,91.0,-45.51,63.0,57.0,-9.52,True,827.0,1027.0,389.0,559.0,7.74,-0.58,-0.77,-5.37,64.0,-6.0,-3.0,-30.0
43010,43000,Maldegem,9519,1861,582.0,415.0,-28.69,223.0,165.0,-26.01,True,3397.0,4003.0,1580.0,1937.0,11.66,1.07,-1.65,10.27,396.0,43.0,-26.0,199.0
43014,43000,Sint-Laureins,3023,217,155.0,113.0,-27.1,80.0,58.0,-27.5,True,850.0,1166.0,427.0,578.0,10.24,4.89,6.56,3.98,87.0,57.0,28.0,23.0
43018,43000,Zelzate,4721,1502,193.0,423.0,119.17,98.0,67.0,-31.63,True,1936.0,1879.0,845.0,1116.0,6.77,2.98,12.54,19.35,131.0,56.0,106.0,216.0
36006,36000,Hooglede,3900,431,270.0,219.0,-18.89,97.0,83.0,-14.43,True,1118.0,1593.0,612.0,876.0,10.73,5.15,8.33,-3.2,120.0,82.0,51.0,-28.0
36007,36000,Ingelmunster,4474,710,285.0,211.0,-25.96,125.0,90.0,-28.0,True,1503.0,1836.0,713.0,974.0,7.58,10.02,17.95,17.66,114.0,184.0,128.0,172.0
36008,36000,Izegem,11187,2429,751.0,249.0,-66.84,278.0,252.0,-9.35,True,4403.0,4476.0,1802.0,2297.0,8.59,4.27,4.77,15.76,378.0,191.0,86.0,362.0
36010,36000,Ledegem,3847,344,154.0,91.0,-40.91,104.0,94.0,-9.62,True,1142.0,1521.0,547.0,882.0,4.82,1.84,15.36,-3.85,55.0,28.0,84.0,-34.0
36011,36000,Lichtervelde,3505,600,248.0,173.0,-30.24,93.0,56.0,-39.78,True,1107.0,1400.0,609.0,796.0,13.64,3.36,-1.81,6.28,151.0,47.0,-11.0,50.0
36012,36000,Moorslede,4629,416,172.0,185.0,7.56,136.0,103.0,-24.26,True,1385.0,1774.0,684.0,1018.0,12.06,-1.52,12.57,4.62,167.0,-27.0,86.0,47.0
36015,36000,Roeselare,23431,7644,1565.0,901.0,-42.43,456.0,352.0,-22.81,True,10269.0,9987.0,3894.0,5398.0,14.83,11.49,7.6,5.87,1523.0,1148.0,296.0,317.0
36019,36000,Staden,4579,450,283.0,374.0,32.16,100.0,110.0,10.0,True,1415.0,1696.0,692.0,1054.0,12.79,7.08,9.68,2.66,181.0,120.0,67.0,28.0
